Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

HDFC Bank Ltd.,Banks,7.97,1158.7,3.17%,0.04%,2.26% (May 2018),2.26% (May 2018),5.00 L,0.00,Large Cap,22.55
Infosys Ltd.,Computers  software,4.27,741.3,2.03%,0.05%,1.57% (May 2018),1.57% (May 2018),9.87 L,0.00,Large Cap,22.55
Reliance Industries Ltd.,Refineries/marketing,1.81,661.6,1.81%,0.06%,1.15% (May 2018),1.15% (May 2018),4.75 L,0.00,Large Cap,22.55
Axis Bank Ltd.,Banks,7.97,613.5,1.68%,0.00%,1.08% (Jun 2018),1.08% (Jun 2018),8.00 L,0.00,Large Cap,22.55
Tata Consultancy Services Ltd.,Computers  software,4.27,611.1,1.67%,0.21%,1.39% (Dec 2018),1.39% (Dec 2018),2.70 L,0.00,Large Cap,22.55
Shree Cement Ltd.,Cement,2.41,501.2,1.37%,0.09%,0.97% (Oct 2018),0.97% (Oct 2018),25.33 k,0.00,Large Cap,22.55
ITC Limited,Cigarettes,1.31,479.2,1.31%,0.03%,1.12% (Jun 2018),1.12% (Jun 2018),15.90 L,0.00,Large Cap,22.55
Indusind Bank Ltd.,Banks,7.97,472.8,1.29%,0.12%,1.04% (Oct 2018),1.04% (Oct 2018),2.94 L,0.00,Large Cap,22.55
Cholamandalam Investment & Finance Co. Ltd.,Nbfc,1.75,461.2,1.26%,0.15%,1.13% (Sep 2018),1.13% (Sep 2018),3.32 L,0.28 L,Mid Cap,10.38
Essel Propack Ltd.,Packaging,1.17,428.2,1.17%,0.18%,0.76% (Nov 2018),0.76% (Nov 2018),31.38 L,0.00,Small Cap,6.45
ICICI Bank Ltd.,Banks,7.97,427.9,1.17%,0.20%,0.33% (Jun 2018),0.33% (Jun 2018),10.50 L,1.50 L,Large Cap,22.55
Pfizer Ltd.,Pharmaceuticals,3.1,422.7,1.15%,0.06%,1.1% (Nov 2018),1.1% (Nov 2018),1.34 L,0.00,Mid Cap,10.38
Larsen & Toubro Ltd.,"Engineering, designing, construction",1.4,404.6,1.11%,0.01%,1.03% (Sep 2018),1.03% (Sep 2018),3.00 L,0.00,Large Cap,22.55
The Ramco Cements Ltd.,Cement,2.41,379.5,1.04%,0.05%,0.9% (Nov 2018),0.9% (Nov 2018),4.90 L,0.60 L,Mid Cap,10.38
Maruti Suzuki India Ltd.,Passenger/utility vehicles,1.16,333.3,0.91%,0.01%,0.9% (Mar 2019),0.9% (Mar 2019),50.00 k,0.00,Large Cap,22.55
MRF Ltd.,Tyres & allied,0.9,328,0.90%,0.07%,0.9% (Apr 2019),0.9% (Apr 2019),6.20 k,0.00,Mid Cap,10.38
