Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Grindwell Norton Ltd.,Abrasives,4.03,30.1,4.03%,0.27%,2.64% (May 2018),2.64% (May 2018),49.50 k,0.00,Small Cap,94.54
Navin Flourine International Ltd.,Chemicals  inorganic,3.95,29.5,3.95%,0.01%,3.24% (May 2018),3.24% (May 2018),43.93 k,0.00,Small Cap,94.54
Praj Industries Ltd.,"Engineering, designing, construction",10.6,28,3.76%,0.69%,2.08% (Jul 2018),2.08% (Jul 2018),2.05 L,0.20 L,Small Cap,94.54
Kalpataru Power Transmission Ltd.,Transmission towers,3.22,24,3.22%,0.13%,2.13% (Aug 2018),2.13% (Aug 2018),51.49 k,0.00,Small Cap,94.54
Ashoka Buildcon Ltd.,"Engineering, designing, construction",10.6,22.7,3.05%,0.09%,2.89% (Sep 2018),2.89% (Sep 2018),1.83 L,0.00,Small Cap,94.54
M M Forgings Ltd.,Castings/forgings,2.91,21.7,2.91%,0.18%,2.74% (Mar 2019),2.74% (Mar 2019),39.48 k,0.00,Small Cap,94.54
NCC Ltd.,"Engineering, designing, construction",10.6,21.1,2.83%,0.23%,2.06% (Sep 2018),2.06% (Sep 2018),2.13 L,0.00,Small Cap,94.54
Kirloskar Ferrous Industries Ltd.,Pig iron,2.71,20.2,2.71%,0.06%,1.98% (May 2018),1.98% (May 2018),2.23 L,0.00,Small Cap,94.54
Heidelberg Cement India Ltd.,Cement,7.04,18.8,2.53%,0.14%,2% (Oct 2018),0% (May 2018),1.03 L,0.00,Small Cap,94.54
Vesuvius India Ltd.,Refractories,2.53,18.8,2.53%,0.06%,2.27% (Aug 2018),2.27% (Aug 2018),16.70 k,0.00,Small Cap,94.54
Ujjivan Small Finance Bank Ltd.,Banks,4.15,18.8,2.52%,0.04%,1.68% (Oct 2018),1.68% (Oct 2018),57.78 k,0.00,Small Cap,94.54
J.K. Cement Ltd.,Cement,7.04,18.7,2.51%,0.22%,1.95% (Dec 2018),0% (May 2018),20.71 k,0.00,Small Cap,94.54
Heritage Foods (india) Ltd.,Consumer food,3.36,18.2,2.45%,0.02%,2.29% (Feb 2019),2.29% (Feb 2019),35.07 k,0.00,Small Cap,94.54
Star Cement Ltd.,Cement products,4.35,17.4,2.33%,0.25%,2.03% (Aug 2018),2.03% (Aug 2018),1.66 L,0.00,Small Cap,94.54
ISGEC Heavy Engineering Ltd.,Industrial equipment,3.32,16.6,2.22%,0.06%,1.76% (May 2018),1.76% (May 2018),29.57 k,0.00,Other,3.32
Nrb Bearings Ltd.,Bearings,3.15,16.5,2.21%,0.07%,1.57% (May 2018),1.57% (May 2018),88.23 k,0.00,Small Cap,94.54
Subros Ltd.,Auto ancillaries,4.59,15.9,2.13%,0.20%,1.91% (Jan 2019),1.91% (Jan 2019),56.65 k,0.00,Small Cap,94.54
Ramco Industries Ltd.,Cement products,4.35,15.1,2.02%,0.05%,1.87% (Oct 2018),1.87% (Oct 2018),72.43 k,0.00,Small Cap,94.54
India Cements Ltd.,Cement,7.04,14.9,2.00%,0.08%,1.65% (Jan 2019),1.65% (Jan 2019),1.39 L,0.00,Small Cap,94.54
KEI Industries Ltd.,Cables  electricals,1.95,14.6,1.95%,0.10%,1.45% (Oct 2018),1.45% (Oct 2018),35.70 k,1.43 k,Small Cap,94.54
Himatsingka Seide Ltd.,Fabrics and garments,3.59,14.4,1.93%,0.07%,1.61% (Feb 2019),1.61% (Feb 2019),67.19 k,0.00,Small Cap,94.54
Cyient Ltd.,It enabled services – software,1.8,13.4,1.80%,0.68%,1.8% (Apr 2019),1.8% (Apr 2019),22.78 k,7.24 k,Small Cap,94.54
Thyrocare Technologies Ltd.,Healthcare service providers,1.78,13.3,1.78%,0.05%,1.56% (May 2018),1.56% (May 2018),26.97 k,0.00,Small Cap,94.54
Rane Holdings Ltd.,Investment companies,1.78,13.3,1.78%,0.12%,1.56% (Jan 2019),1.56% (Jan 2019),10.94 k,0.00,Small Cap,94.54
Navneet Publications (india) Ltd.,Printing and publishing,2.19,13.1,1.76%,0.13%,1.27% (Jul 2018),1.27% (Jul 2018),1.18 L,0.00,Small Cap,94.54
Tata Elxsi Ltd.,Computers  software,2.72,13,1.74%,0.03%,1.71% (Mar 2019),1.71% (Mar 2019),13.93 k,0.00,Small Cap,94.54
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.73,12.9,1.73%,0.11%,1.62% (Aug 2018),1.62% (Aug 2018),7.00 k,0.00,Small Cap,94.54
INOX Leisure Ltd.,"Flim production, distribution & exhibition",1.72,12.9,1.72%,0.00%,0.92% (Jul 2018),0.92% (Jul 2018),40.96 k,0.00,Small Cap,94.54
Asian Granito India Ltd.,Sanitary ware,1.72,12.8,1.72%,0.38%,1.48% (Jan 2019),1.48% (Jan 2019),66.95 k,0.00,Small Cap,94.54
DCB Bank Ltd.,Banks,4.15,12.1,1.63%,0.14%,1.09% (Jul 2018),1.09% (Jul 2018),57.16 k,0.00,Small Cap,94.54
Khadim India Ltd.,Leather and leather products,1.6,12,1.60%,0.22%,1.55% (Feb 2019),1.55% (Feb 2019),29.94 k,0.00,Small Cap,94.54
Muthoot Capital Services Ltd.,Nbfc,1.41,10.5,1.41%,0.20%,1.4% (May 2018),1.4% (May 2018),13.95 k,0.00,Small Cap,94.54
