Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

HDFC Bank Ltd.,Banks,23.58,586.3,9.43%,0.23%,4.8% (Aug 2018),4.8% (Aug 2018),2.53 L,11.00 k,Large Cap,70.41
ITC Limited,Cigarettes,7.67,477,7.67%,0.04%,1.89% (May 2018),1.89% (May 2018),15.83 L,0.00,Large Cap,70.41
ICICI Bank Ltd.,Banks,23.58,381.8,6.14%,0.97%,3.46% (Dec 2018),0% (May 2018),9.37 L,1.50 L,Large Cap,70.41
Kotak Mahindra Bank Ltd.,Banks,23.58,262.9,4.23%,0.08%,4.15% (Mar 2019),4.15% (Mar 2019),1.90 L,0.00,Large Cap,70.41
Reliance Industries Ltd.,Refineries/marketing,4.14,257.7,4.14%,0.84%,2.46% (May 2018),2.46% (May 2018),1.85 L,37.00 k,Large Cap,70.41
Housing Development Finance Corporation Ltd.,Housing finance,3.91,243.4,3.91%,0.11%,3.71% (Aug 2018),3.71% (Aug 2018),1.22 L,4.00 k,Large Cap,70.41
Larsen & Toubro Ltd.,"Engineering, designing, construction",5.35,239.4,3.85%,0.09%,3.58% (Jul 2018),3.58% (Jul 2018),1.78 L,4.00 k,Large Cap,70.41
Bata India Ltd.,Leather and leather products,2.94,182.6,2.94%,0.04%,2.51% (May 2018),2.51% (May 2018),1.26 L,0.00,Mid Cap,19.55
Hindustan Unilever Ltd.,Diversified,2.93,181.9,2.93%,0.03%,2.89% (Mar 2019),2.89% (Mar 2019),1.04 L,0.00,Large Cap,70.41
Container Corporation Of India Ltd.,Logistics solution provider,2.78,172.6,2.78%,0.24%,1.23% (Aug 2018),0% (May 2018),3.50 L,0.00,Large Cap,70.41
Cummins India Ltd.,Diesel engines,2.58,160.6,2.58%,0.12%,1.95% (Jan 2019),0% (May 2018),2.21 L,0.00,Mid Cap,19.55
Bajaj Finance Ltd.,Nbfc,7.91,151.7,2.44%,0.01%,2.13% (Sep 2018),2.13% (Sep 2018),49.00 k,0.00,Large Cap,70.41
Sun TV Network Ltd.,Tv broadcasting & software production,4.17,137.8,2.22%,0.25%,1.16% (Jan 2019),1.16% (Jan 2019),2.40 L,0.00,Mid Cap,19.55
Bajaj Finserv Ltd,Nbfc,7.91,130.5,2.10%,0.10%,1.88% (Oct 2018),1.88% (Oct 2018),17.35 k,0.00,Large Cap,70.41
Axis Bank Ltd.,Banks,23.58,130.4,2.10%,0.07%,2.1% (Apr 2019),0% (May 2018),1.70 L,0.00,Large Cap,70.41
Power Grid Corporation of India Ltd.,Power transmission,2.04,126.8,2.04%,0.17%,2.04% (Apr 2019),2.04% (Apr 2019),6.80 L,0.00,Large Cap,70.41
Ipca Laboratories Ltd.,Pharmaceuticals,3.02,124.8,2.01%,0.49%,0.51% (Jul 2018),0% (May 2018),1.31 L,0.24 L,Mid Cap,19.55
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,4.17,121.1,1.95%,0.10%,1.33% (Sep 2018),0% (May 2018),2.80 L,0.00,Large Cap,70.41
Bajaj Auto Ltd.,Motor cycles/scooters,1.92,119.5,1.92%,0.01%,1.71% (Aug 2018),1.71% (Aug 2018),40.05 k,0.00,Large Cap,70.41
