Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ITC Limited,Cigarettes,8.38,315.8,8.38%,0.40%,4.21% (May 2018),4.21% (May 2018),10.48 L,0.00,Large Cap,35.43
Mahindra & Mahindra Financial Services Ltd.,Nbfc,14.26,248.2,6.59%,0.10%,6.59% (Apr 2019),6.59% (Apr 2019),6.20 L,0.00,Mid Cap,33.31
Shriram Transport Finance Co. Ltd.,Nbfc,14.26,219.8,5.84%,0.64%,5.59% (Jan 2019),5.59% (Jan 2019),1.98 L,0.00,Mid Cap,33.31
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,5.68,213.7,5.68%,0.04%,5.68% (Apr 2019),5.68% (Apr 2019),3.31 L,0.00,Large Cap,35.43
UPL Ltd.,Pesticides and agrochemicals,14.15,203.3,5.40%,0.24%,2.75% (Jun 2018),2.75% (Jun 2018),2.10 L,0.00,Large Cap,35.43
Chambal Fertilizers & Chemicals Ltd.,Fertiliserscomposite,4.32,162.6,4.32%,0.17%,2.97% (Jul 2018),2.97% (Jul 2018),10.48 L,0.00,Small Cap,27.67
State Bank Of India,Banks,4.16,156.6,4.16%,0.01%,3% (May 2018),3% (May 2018),5.05 L,0.00,Large Cap,35.43
Bajaj Auto Ltd.,Motor cycles/scooters,5.47,156.3,4.15%,0.24%,3.72% (Jan 2019),0% (May 2018),52.36 k,0.00,Large Cap,35.43
Bharti Airtel Ltd.,Telecom  services,4.43,153.3,4.07%,0.02%,3.85% (May 2018),3.85% (May 2018),4.79 L,0.00,Large Cap,35.43
Bajaj Electricals Ltd.,Home appliances,3.59,135.1,3.59%,0.21%,2.71% (May 2018),2.71% (May 2018),2.36 L,0.00,Small Cap,27.67
Colgate  Palmolive (India) Limited,Personal care,6.1,135.3,3.59%,0.02%,1.79% (May 2018),1.79% (May 2018),1.12 L,0.00,Large Cap,35.43
Somany Ceramics Ltd.,Sanitary ware,3.57,134.5,3.57%,0.17%,1% (Nov 2018),0% (May 2018),3.16 L,0.00,Small Cap,27.67
Pi Industries Ltd.,Pesticides and agrochemicals,14.15,132.1,3.51%,0.16%,1.38% (Aug 2018),0% (May 2018),1.27 L,0.00,Mid Cap,33.31
Coromandel International Ltd.,Fertilisersphosphatic,3.25,122.5,3.25%,0.42%,2.55% (Jun 2018),2.55% (Jun 2018),2.82 L,0.00,Mid Cap,33.31
Escorts Ltd.,Tractors,3.13,117.8,3.13%,0.12%,2.62% (Sep 2018),2.62% (Sep 2018),1.59 L,0.00,Mid Cap,33.31
Bayer Cropscience Ltd.,Pesticides and agrochemicals,14.15,113.2,3.00%,0.11%,2.99% (Oct 2018),2.99% (Oct 2018),27.52 k,0.00,Mid Cap,33.31
Jain Irrigation Systems Ltd.,Plastic products,2.87,108.3,2.87%,0.13%,2.87% (Apr 2019),2.87% (Apr 2019),19.87 L,0.00,Small Cap,27.67
Associated Cement Companies Ltd.,Cement,2.66,100.1,2.66%,0.04%,1.91% (May 2018),1.91% (May 2018),61.30 k,0.00,Mid Cap,33.31
Bajaj Consumer Care Ltd.,Personal care,6.1,94.6,2.51%,0.23%,2.28% (Mar 2019),0% (May 2018),2.88 L,0.00,Small Cap,27.67
Tata Chemicals Ltd.,Chemicals  inorganic,2.23,83.9,2.23%,0.04%,2.19% (Mar 2019),2.19% (Mar 2019),1.45 L,0.00,Mid Cap,33.31
Greaves Cotton Ltd.,Diesel engines,2.18,82,2.18%,0.20%,1.53% (May 2018),1.53% (May 2018),5.56 L,0.00,Small Cap,27.67
Rallis India Ltd.,Pesticides and agrochemicals,14.15,75.7,2.01%,0.14%,2.01% (Apr 2019),0% (May 2018),5.12 L,0.00,Small Cap,27.67
NCC Ltd.,"Engineering, designing, construction",1.89,71.3,1.89%,0.19%,1.41% (Sep 2018),1.41% (Sep 2018),7.19 L,0.00,Small Cap,27.67
Satin Creditcare Network Ltd.,Nbfc,14.26,69,1.83%,0.13%,1.16% (Nov 2018),1.16% (Nov 2018),2.10 L,0.00,Small Cap,27.67
L&T Finance Holdings Ltd.,Investment companies,1.78,67,1.78%,0.22%,1.77% (Feb 2019),1.77% (Feb 2019),5.11 L,0.00,Mid Cap,33.31
Genus Power Infrastructures Ltd.,Industrial electronics,1.43,53.7,1.43%,0.05%,1.38% (Mar 2019),1.38% (Mar 2019),18.72 L,0.00,Small Cap,27.67
TVS Motor Company Ltd.,Motor cycles/scooters,5.47,49.7,1.32%,0.10%,1.22% (Mar 2019),0% (May 2018),1.01 L,0.00,Mid Cap,33.31
Dish T V India Ltd.,Tv broadcasting & software production,1.24,46.5,1.24%,0.05%,0.85% (Jan 2019),0.85% (Jan 2019),12.92 L,0.00,Small Cap,27.67
#Bharti Airtel Ltd.  Rights,Telecom  services,4.43,13.6,0.36%,0.36%,0.36% (Apr 2019),0% (May 2018),1.36 L,1.36 L,Other,0.36
Monsanto India Ltd.,Pesticides and agrochemicals,14.15,8.8,0.23%,0.00%,0.23% (Mar 2019),0.23% (Mar 2019),3.49 k,0.00,Small Cap,27.67
