Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ITC Limited,Cigarettes,8.96,230.5,8.96%,0.31%,6.98% (May 2018),6.98% (May 2018),7.65 L,0.00,Large Cap,63.96
Maruti Suzuki India Ltd.,Passenger/utility vehicles,9.86,186,7.23%,0.13%,6.16% (May 2018),6.16% (May 2018),27.90 k,0.10 k,Large Cap,63.96
Asian Paints (india) Ltd.,Paints,4.72,121.4,4.72%,0.29%,2.54% (Dec 2018),0% (May 2018),83.00 k,5.00 k,Large Cap,63.96
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,14.36,112.8,4.39%,0.12%,2.55% (May 2018),2.55% (May 2018),15.50 k,0.00,Large Cap,63.96
Nestle India Ltd.,Consumer food,14.36,109.1,4.24%,0.14%,4.24% (Apr 2019),4.24% (Apr 2019),10.00 k,0.50 k,Large Cap,63.96
Crompton Greaves Consumer Electricals Ltd.,Home appliances,6.07,104.6,4.07%,0.27%,3.03% (May 2018),3.03% (May 2018),4.40 L,0.00,Mid Cap,21.44
HDFC Bank Ltd.,Banks,3.6,92.7,3.60%,0.07%,2.02% (Jul 2018),2.02% (Jul 2018),40.00 k,0.00,Large Cap,63.96
Eicher Motors Ltd.,Commercial vehicles,3.56,91.7,3.56%,0.04%,3.19% (Jun 2018),3.19% (Jun 2018),4.50 k,0.00,Large Cap,63.96
Titan Company Ltd.,"Gems, jewellery and watches",3.42,88.1,3.42%,0.03%,3.19% (Feb 2019),0% (May 2018),76.00 k,2.00 k,Large Cap,63.96
Marico Ltd.,Personal care,10.34,84.5,3.28%,0.02%,2.38% (May 2018),2.38% (May 2018),2.35 L,0.15 L,Large Cap,63.96
United Breweries Ltd.,Brew/distilleries,2.98,76.6,2.98%,0.04%,2.79% (Nov 2018),2.79% (Nov 2018),54.00 k,3.00 k,Large Cap,63.96
Aditya Birla Fashion and Retail Ltd.,Retailing,5.21,75.5,2.94%,0.01%,2.22% (Jul 2018),2.22% (Jul 2018),3.50 L,0.00,Mid Cap,21.44
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,9.86,67.8,2.63%,0.19%,2.63% (Apr 2019),2.63% (Apr 2019),1.05 L,5.00 k,Large Cap,63.96
Bajaj Finance Ltd.,Nbfc,2.53,65,2.53%,0.12%,2.2% (Sep 2018),2.2% (Sep 2018),21.00 k,2.00 k,Large Cap,63.96
Bharti Airtel Ltd.,Telecom  services,2.71,64.1,2.49%,0.04%,2.49% (Apr 2019),2.49% (Apr 2019),2.00 L,0.00,Large Cap,63.96
Jubilant Foodworks Ltd.,Consumer food,14.36,63.8,2.48%,0.16%,2.43% (Feb 2019),2.43% (Feb 2019),48.00 k,0.00,Mid Cap,21.44
Voltas Limited,"Engineering, designing, construction",2.3,59.1,2.30%,0.05%,1.6% (Jun 2018),1.6% (Jun 2018),98.00 k,0.00,Mid Cap,21.44
Avenue Supermarts Ltd.,Retailing,5.21,58.3,2.27%,0.03%,2.09% (Sep 2018),2.09% (Sep 2018),45.00 k,5.00 k,Large Cap,63.96
Dabur India Ltd.,Personal care,10.34,57.7,2.24%,0.53%,1.05% (Feb 2019),0% (May 2018),1.45 L,35.00 k,Large Cap,63.96
Page Industries Ltd.,Fabrics and garments,2.07,53.1,2.07%,0.11%,1.55% (Jan 2019),0% (May 2018),2.30 k,0.00,Large Cap,63.96
Whirlpool Of India Ltd.,Home appliances,6.07,51.5,2.00%,0.02%,1.52% (May 2018),1.52% (May 2018),37.00 k,2.00 k,Mid Cap,21.44
Sheela Foam Ltd.,Houseware,1.97,50.6,1.97%,0.17%,1.33% (Jul 2018),1.33% (Jul 2018),37.50 k,0.00,Small Cap,11.56
Colgate  Palmolive (India) Limited,Personal care,10.34,48.3,1.88%,0.27%,1.42% (Sep 2018),0% (May 2018),40.00 k,5.00 k,Large Cap,63.96
Exide Industries Ltd.,Batteries – automobile,1.75,45,1.75%,0.00%,1.51% (May 2018),1.51% (May 2018),2.10 L,0.00,Mid Cap,21.44
Cera Sanitaryware Ltd.,Sanitary ware,1.74,44.8,1.74%,0.14%,1.33% (Nov 2018),0% (May 2018),16.00 k,0.00,Small Cap,11.56
Info Edge (India) Ltd.,It enabled services – software,1.69,43.5,1.69%,0.06%,1.49% (May 2018),1.49% (Jun 2018),22.50 k,2.50 k,Mid Cap,21.44
Prataap Snacks Ltd.,Consumer food,14.36,41.9,1.63%,0.06%,1.49% (Feb 2019),1.49% (Feb 2019),45.00 k,0.00,Small Cap,11.56
Khadim India Ltd.,Leather and leather products,1.63,42,1.63%,0.28%,1.47% (Feb 2019),1.47% (Feb 2019),1.05 L,0.00,Small Cap,11.56
Heritage Foods (india) Ltd.,Consumer food,14.36,41.6,1.62%,0.03%,1.39% (May 2018),1.39% (May 2018),80.00 k,0.00,Small Cap,11.56
MRF Ltd.,Tyres & allied,1.54,39.7,1.54%,0.11%,1.2% (Jan 2019),0% (May 2018),750.00,0.00,Mid Cap,21.44
Wonderla Holidays Ltd.,Other recreational activities,1.5,38.7,1.50%,0.06%,1.22% (Dec 2018),1.22% (Dec 2018),1.22 L,0.00,Small Cap,11.56
Jyothy Laboratories Ltd.,Personal care,10.34,37.7,1.47%,0.01%,0.99% (Sep 2018),0% (May 2018),2.10 L,0.00,Small Cap,11.56
Procter & Gamble Hygiene & Health Care Ltd.,Personal care,10.34,37.8,1.47%,0.18%,1.15% (May 2018),1.15% (May 2018),3.70 k,0.30 k,Large Cap,63.96
Phoenix Mills Ltd.,Residential/commercial/sez project,1.4,36,1.40%,0.10%,1.28% (Sep 2018),1.28% (Sep 2018),60.00 k,0.00,Mid Cap,21.44
Chalet Hotels Ltd.,Hotels/resorts,1.38,35.4,1.38%,0.03%,1.17% (Jan 2019),0% (May 2018),1.10 L,0.00,Other,1.6
Alkem Laboratories Ltd.,Hospital,1.27,32.7,1.27%,0.00%,1.13% (Jul 2018),1.13% (Jul 2018),19.00 k,0.00,Mid Cap,21.44
#Bharti Airtel Ltd.  Rights,Telecom  services,2.71,5.7,0.22%,0.22%,0.22% (Apr 2019),0% (May 2018),56.72 k,56.72 k,Other,1.6
Call,Other,,0.3,0.00%,0.01%,,,,,Small Cap,11.56
