Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Grindwell Norton Ltd.,Abrasives,3.96,46.2,3.96%,0.26%,2.61% (May 2018),2.61% (May 2018),76.17 k,0.00,Small Cap,94.33
Navin Flourine International Ltd.,Chemicals  inorganic,3.66,42.7,3.66%,0.02%,3.02% (May 2018),3.02% (May 2018),63.72 k,0.00,Small Cap,94.33
Praj Industries Ltd.,"Engineering, designing, construction",10.61,41.6,3.56%,0.38%,1.82% (Jul 2018),1.82% (Jul 2018),3.04 L,7.51 k,Small Cap,94.33
Ashoka Buildcon Ltd.,"Engineering, designing, construction",10.61,34.6,2.96%,0.08%,2.62% (Sep 2018),2.62% (Sep 2018),2.78 L,0.00,Small Cap,94.33
M M Forgings Ltd.,Castings/forgings,2.87,33.5,2.87%,0.16%,2.7% (Mar 2019),2.7% (Mar 2019),60.82 k,0.00,Small Cap,94.33
Kalpataru Power Transmission Ltd.,Transmission towers,2.82,32.8,2.82%,0.11%,1.85% (Aug 2018),1.85% (Aug 2018),70.48 k,0.00,Small Cap,94.33
Heidelberg Cement India Ltd.,Cement,6.85,30.3,2.60%,0.14%,1.06% (Jun 2018),1.06% (Jun 2018),1.66 L,0.00,Small Cap,94.33
J.K. Cement Ltd.,Cement,6.85,29.3,2.51%,0.22%,1.96% (Dec 2018),0% (May 2018),32.40 k,0.00,Small Cap,94.33
NCC Ltd.,"Engineering, designing, construction",10.61,28.4,2.44%,0.20%,1.76% (Sep 2018),1.76% (Sep 2018),2.87 L,0.00,Small Cap,94.33
Astra Microwave Products Ltd.,Telecom   equipment,2.38,27.7,2.38%,0.18%,2.09% (Dec 2018),2.09% (Dec 2018),3.17 L,0.00,Small Cap,94.33
Heritage Foods (india) Ltd.,Consumer food,3.2,27,2.31%,0.01%,2.17% (Feb 2019),2.17% (Feb 2019),51.86 k,0.00,Small Cap,94.33
Himatsingka Seide Ltd.,Fabrics and garments,3.96,26.8,2.30%,0.07%,1.92% (Feb 2019),1.92% (Feb 2019),1.25 L,0.00,Small Cap,94.33
Star Cement Ltd.,Cement products,4.06,26.6,2.28%,0.24%,1.97% (Aug 2018),1.97% (Aug 2018),2.54 L,0.00,Small Cap,94.33
Nrb Bearings Ltd.,Bearings,3.19,26,2.23%,0.07%,1.59% (May 2018),1.59% (May 2018),1.39 L,0.00,Small Cap,94.33
ISGEC Heavy Engineering Ltd.,Industrial equipment,3.25,25.1,2.15%,0.06%,1.71% (May 2018),1.71% (May 2018),44.78 k,0.00,Other,3.25
Subros Ltd.,Auto ancillaries,4.5,24.5,2.10%,0.19%,1.89% (Jan 2019),1.89% (Jan 2019),87.55 k,0.00,Small Cap,94.33
Rajapalayam Mills Ltd.,Spinningcotton/blended,2.01,23.5,2.01%,0.17%,1.72% (Dec 2018),1.72% (Dec 2018),27.04 k,0.00,Small Cap,94.33
KEI Industries Ltd.,Cables  electricals,1.92,22.4,1.92%,0.11%,1.4% (Oct 2018),1.4% (Oct 2018),54.93 k,2.92 k,Small Cap,94.33
Cyient Ltd.,It enabled services – software,1.85,21.5,1.85%,1.83%,1.85% (Apr 2019),1.85% (Apr 2019),36.52 k,0.33 L,Small Cap,94.33
Ramco Industries Ltd.,Cement products,4.06,20.8,1.78%,0.04%,1.65% (Oct 2018),1.65% (Oct 2018),1.00 L,0.00,Small Cap,94.33
Thyrocare Technologies Ltd.,Healthcare service providers,1.77,20.7,1.77%,0.06%,1.5% (May 2018),1.5% (May 2018),42.01 k,0.00,Small Cap,94.33
Navneet Publications (india) Ltd.,Printing and publishing,2.16,20.4,1.75%,0.12%,1.25% (Jul 2018),1.25% (Jul 2018),1.84 L,0.00,Small Cap,94.33
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.74,20.3,1.74%,0.11%,1.61% (Aug 2018),1.61% (Aug 2018),11.00 k,0.00,Small Cap,94.33
India Cements Ltd.,Cement,6.85,20.3,1.74%,0.06%,1.44% (Jan 2019),1.44% (Jan 2019),1.89 L,0.00,Small Cap,94.33
Rane Holdings Ltd.,Investment companies,1.72,20.1,1.72%,0.11%,1.52% (Jan 2019),1.52% (Jan 2019),16.58 k,0.00,Small Cap,94.33
Tata Elxsi Ltd.,Computers  software,2.64,19.2,1.65%,0.02%,1.62% (Mar 2019),1.62% (Mar 2019),20.64 k,0.00,Small Cap,94.33
VA Tech Wabag Ltd.,"Engineering, designing, construction",10.61,19.2,1.65%,0.16%,1.47% (Oct 2018),1.47% (Oct 2018),67.04 k,0.00,Small Cap,94.33
DCB Bank Ltd.,Banks,3.09,18.8,1.61%,0.13%,1.07% (Jul 2018),1.07% (Jul 2018),88.48 k,0.00,Small Cap,94.33
Ingersoll Rand (india) Ltd.,Compressors / pumps,1.59,18.6,1.59%,0.04%,1.16% (Jul 2018),1.16% (Jul 2018),30.46 k,0.00,Small Cap,94.33
Khadim India Ltd.,Leather and leather products,1.55,18.1,1.55%,0.22%,1.5% (Feb 2019),1.5% (Feb 2019),45.32 k,0.00,Small Cap,94.33
INOX Leisure Ltd.,"Flim production, distribution & exhibition",1.54,17.9,1.54%,0.00%,0.82% (Jul 2018),0.82% (Jul 2018),57.12 k,0.00,Small Cap,94.33
Ujjivan Small Finance Bank Ltd.,Banks,3.09,17.2,1.48%,0.03%,0.91% (Oct 2018),0.91% (Oct 2018),52.97 k,0.00,Small Cap,94.33
Muthoot Capital Services Ltd.,Nbfc,1.42,16.6,1.42%,0.21%,1.38% (May 2018),1.38% (May 2018),22.05 k,0.00,Small Cap,94.33
Asian Granito India Ltd.,Sanitary ware,1.3,15.2,1.30%,0.29%,1.12% (Jan 2019),1.12% (Jan 2019),79.31 k,0.00,Small Cap,94.33
Rallis India Ltd.,Pesticides and agrochemicals,1.27,14.8,1.27%,0.07%,1.27% (Apr 2019),1.27% (Apr 2019),99.86 k,0.00,Small Cap,94.33
GNA Axles Ltd.,Auto ancillaries,4.5,14.7,1.26%,0.04%,1.26% (Apr 2019),1.26% (Apr 2019),48.55 k,0.00,Small Cap,94.33
Taj GVK Hotels & Resorts Ltd.,Hotels/resorts,1.99,14.5,1.24%,0.02%,0.94% (Sep 2018),0.94% (Sep 2018),64.94 k,0.00,Small Cap,94.33
L G Balakrishnan & Bros Ltd.,Auto ancillaries,4.5,13.2,1.14%,0.00%,1.13% (Mar 2019),1.13% (Mar 2019),36.12 k,0.00,Small Cap,94.33
#Arvind Fashions Ltd.,Industrial equipment,3.25,12.8,1.10%,1.10%,1.1% (Apr 2019),0% (May 2018),12.78 k,12.78 k,Other,3.25
Brigade Enterprises Ltd.,Residential/commercial/sez project,1.97,12.8,1.10%,0.08%,0.81% (Oct 2018),0.81% (Oct 2018),57.55 k,0.00,Small Cap,94.33
Premier Explosives Ltd.,Explosives,1.09,12.7,1.09%,0.05%,0.55% (Sep 2018),0.55% (Sep 2018),56.44 k,0.00,Small Cap,94.33
#Vesuvius India Ltd.,Refractories,1.06,12.4,1.06%,1.06%,1.06% (Apr 2019),0% (May 2018),11.00 k,11.00 k,Small Cap,94.33
Century Plyboards India Ltd.,Plywood boards,1.05,12.3,1.05%,0.15%,1.04% (Jan 2019),0% (May 2018),70.94 k,0.00,Small Cap,94.33
Indian Terrain Fashions Ltd.,Fabrics and garments,3.96,11.7,1.00%,0.03%,0.86% (Aug 2018),0.86% (Aug 2018),87.70 k,0.00,Small Cap,94.33
Accelya Kale Solutions Limited,Computers  software,2.64,11.6,0.99%,0.04%,0.95% (Mar 2019),0% (May 2018),12.70 k,0.00,Small Cap,94.33
Timken India Ltd.,Bearings,3.19,11.2,0.96%,0.02%,0.84% (Oct 2018),0% (May 2018),20.30 k,0.00,Small Cap,94.33
INEOS Styrolution India Ltd.,Plastic products,0.91,10.7,0.91%,0.08%,0.83% (Mar 2019),0.83% (Mar 2019),19.54 k,0.00,Small Cap,94.33
Prabhat Dairy Ltd.,Consumer food,3.2,10.3,0.89%,0.04%,0.71% (Feb 2019),0.71% (Feb 2019),1.48 L,0.00,Small Cap,94.33
PTC India Ltd.,Power trading,0.87,10.1,0.87%,0.01%,0.87% (Apr 2019),0% (May 2018),1.46 L,0.00,Small Cap,94.33
Capacite Infraprojects Ltd.,Residential/commercial/sez project,1.97,10.1,0.87%,0.04%,0.74% (Oct 2018),0.74% (Oct 2018),44.44 k,0.00,Small Cap,94.33
Triveni Turbine Ltd.,Power equipment,1.47,9.8,0.84%,0.02%,0.7% (May 2018),0.7% (May 2018),92.94 k,0.00,Small Cap,94.33
Mcleod Russel (India) Ltd.,Tea &  coffee,0.78,9.1,0.78%,0.26%,0.78% (Apr 2019),0.78% (Apr 2019),1.49 L,0.00,Small Cap,94.33
HSIL Ltd.,Glass – consumer,0.78,9.1,0.78%,0.09%,0.6% (Nov 2018),0.6% (Nov 2018),33.62 k,0.00,Small Cap,94.33
West Coast Paper Mills Ltd.,Paper and paper products,0.77,9,0.77%,0.86%,0.77% (Apr 2019),0.77% (Apr 2019),36.83 k,0.38 L,Small Cap,94.33
Mahindra Holidays & Resorts India Ltd.,Hotels/resorts,1.99,8.7,0.75%,0.66%,0.08% (Nov 2018),0.08% (Nov 2018),37.04 k,32.74 k,Small Cap,94.33
Force Motors Ltd.,Commercial vehicles,0.73,8.6,0.73%,0.03%,0.64% (Feb 2019),0.64% (Feb 2019),5.09 k,0.00,Small Cap,94.33
Dollar Industries Ltd.,Fabrics and garments,3.96,7.7,0.66%,0.01%,0.66% (Apr 2019),0.66% (Apr 2019),28.65 k,0.00,Small Cap,94.33
R.P.P. Infra Projects Ltd.,Construction civil,0.63,7.4,0.63%,0.15%,0.48% (Feb 2019),0.48% (Feb 2019),52.12 k,0.00,Small Cap,94.33
TD Power Systems Ltd.,Power equipment,1.47,7.3,0.63%,0.05%,0.54% (Aug 2018),0.54% (Aug 2018),58.94 k,0.00,Small Cap,94.33
CL Educate Ltd.,Education,0.47,5.5,0.47%,0.02%,0.38% (Oct 2018),0.38% (Oct 2018),45.58 k,0.00,Small Cap,94.33
S Chand And Company Ltd.,Printing and publishing,2.16,4.8,0.41%,0.07%,0.41% (Apr 2019),0.41% (Apr 2019),32.36 k,0.00,Small Cap,94.33
Arrow Greentech Ltd.,Packaging,0.13,1.6,0.13%,0.04%,0.13% (Apr 2019),0.13% (Apr 2019),21.54 k,5.20 k,Small Cap,94.33
