Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

VGuard Industries Ltd.,Industrial electronics,4.5,19.2,4.50%,0.09%,3.78% (Jun 2018),3.78% (Jun 2018),87.96 k,0.00,Small Cap,98.35
Blue Star Ltd.,Air conditioner,5.7,18.4,4.31%,0.16%,3.8% (May 2018),3.8% (May 2018),27.11 k,0.00,Small Cap,98.35
Grindwell Norton Ltd.,Abrasives,4.27,18.2,4.27%,0.24%,2.98% (May 2018),2.98% (May 2018),29.93 k,0.00,Small Cap,98.35
KEI Industries Ltd.,Cables  electricals,4.22,18,4.22%,0.01%,3.46% (Oct 2018),3.46% (Oct 2018),44.08 k,0.00,Small Cap,98.35
Kalpataru Power Transmission Ltd.,Transmission towers,4.14,17.6,4.14%,0.12%,2.91% (Aug 2018),2.91% (Aug 2018),37.86 k,0.00,Small Cap,98.35
Navin Flourine International Ltd.,Chemicals  inorganic,3.61,15.4,3.61%,0.05%,3.16% (May 2018),3.16% (May 2018),22.92 k,0.00,Small Cap,98.35
Praj Industries Ltd.,"Engineering, designing, construction",9.24,14.8,3.47%,0.31%,2.14% (Jul 2018),2.14% (Jul 2018),1.08 L,0.00,Small Cap,98.35
Heidelberg Cement India Ltd.,Cement,5.86,14.7,3.44%,0.15%,2.44% (Jun 2018),2.44% (Jun 2018),80.31 k,0.00,Small Cap,98.35
Healthcare Global Enterprises Ltd.,Hospital,3.01,12.8,3.01%,0.22%,3.01% (Apr 2019),3.01% (Apr 2019),65.00 k,0.00,Small Cap,98.35
Ashoka Buildcon Ltd.,"Engineering, designing, construction",9.24,12,2.82%,0.05%,2.58% (Sep 2018),2.58% (Sep 2018),96.81 k,0.00,Small Cap,98.35
Astra Microwave Products Ltd.,Telecom   equipment,2.72,11.6,2.72%,0.23%,2.45% (Dec 2018),2.45% (Dec 2018),1.32 L,0.00,Small Cap,98.35
PVR Ltd.,"Flim production, distribution & exhibition",4.13,11.3,2.66%,0.28%,1.65% (Jul 2018),1.65% (Jul 2018),6.40 k,0.00,Small Cap,98.35
M M Forgings Ltd.,Castings/forgings,2.65,11.3,2.65%,0.13%,2.52% (Mar 2019),2.52% (Mar 2019),20.53 k,0.00,Small Cap,98.35
Subros Ltd.,Auto ancillaries,2.55,10.9,2.55%,0.21%,2.34% (Mar 2019),2.34% (Mar 2019),38.81 k,0.00,Small Cap,98.35
Ujjivan Small Finance Bank Ltd.,Banks,4.54,10.4,2.44%,0.07%,1.7% (Nov 2018),1.7% (Nov 2018),31.94 k,0.00,Small Cap,98.35
India Cements Ltd.,Cement,5.86,10.3,2.42%,0.07%,2.05% (Jan 2019),2.05% (Jan 2019),96.30 k,0.00,Small Cap,98.35
NCC Ltd.,"Engineering, designing, construction",9.24,10,2.34%,0.22%,1.83% (Sep 2018),1.83% (Sep 2018),1.01 L,0.00,Small Cap,98.35
I T D Cementation India Ltd.,Construction civil,4.6,9.3,2.18%,0.05%,1.47% (Nov 2018),1.47% (Nov 2018),75.26 k,0.00,Small Cap,98.35
DCB Bank Ltd.,Banks,4.54,9,2.10%,0.16%,1.5% (Jul 2018),1.5% (Jul 2018),42.18 k,0.00,Small Cap,98.35
Himatsingka Seide Ltd.,Fabrics and garments,2.81,8.9,2.09%,0.05%,1.77% (Feb 2019),1.77% (Feb 2019),41.71 k,0.00,Small Cap,98.35
Kennametal India Ltd.,Industrial equipment,2.08,8.8,2.08%,0.30%,1.22% (May 2018),1.22% (May 2018),7.35 k,0.00,Small Cap,98.35
Nrb Bearings Ltd.,Bearings,3.25,8.5,2.00%,0.05%,1.51% (May 2018),1.51% (May 2018),45.49 k,0.00,Small Cap,98.35
Century Plyboards India Ltd.,Plywood boards,1.98,8.4,1.98%,0.30%,1.98% (Apr 2019),1.98% (Apr 2019),48.53 k,0.00,Small Cap,98.35
