Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

HDFC Bank Ltd.,Banks,7.1,36.7,2.83%,0.00%,1.49% (Aug 2018),1.49% (Aug 2018),15.85 k,0.00,Large Cap,21.5
ITC Limited,Cigarettes,2.34,30.4,2.34%,0.03%,0.58% (May 2018),0.58% (May 2018),1.01 L,0.00,Large Cap,21.5
ICICI Bank Ltd.,Banks,7.1,24.5,1.88%,0.30%,1.03% (Dec 2018),0% (May 2018),60.00 k,8.60 k,Large Cap,21.5
Kotak Mahindra Bank Ltd.,Banks,7.1,17.5,1.35%,0.05%,1.29% (Mar 2019),1.29% (Mar 2019),12.60 k,0.00,Large Cap,21.5
Larsen & Toubro Ltd.,"Engineering, designing, construction",1.76,16.4,1.26%,0.03%,1.14% (Jul 2018),1.14% (Jul 2018),12.15 k,0.00,Large Cap,21.5
Housing Development Finance Corporation Ltd.,Housing finance,1.18,15.4,1.18%,0.02%,1.13% (Sep 2018),1.13% (Sep 2018),7.70 k,0.00,Large Cap,21.5
Reliance Industries Ltd.,Refineries/marketing,1.16,15,1.16%,0.03%,0.74% (May 2018),0.74% (May 2018),10.80 k,0.00,Large Cap,21.5
Bata India Ltd.,Leather and leather products,0.97,12.7,0.97%,0.03%,0.62% (May 2018),0.62% (May 2018),8.70 k,0.00,Mid Cap,6.1
Hindustan Unilever Ltd.,Diversified,0.92,12,0.92%,0.14%,0.92% (Apr 2019),0.92% (Apr 2019),6.80 k,1.30 k,Large Cap,21.5
Cummins India Ltd.,Diesel engines,0.83,10.8,0.83%,0.02%,0.59% (Jan 2019),0% (May 2018),14.80 k,0.00,Mid Cap,6.1
Power Grid Corporation of India Ltd.,Power transmission,0.79,10.3,0.79%,0.05%,0.77% (Nov 2018),0.77% (Nov 2018),55.20 k,0.00,Large Cap,21.5
Bajaj Finance Ltd.,Nbfc,2.49,10,0.77%,0.02%,0.65% (Sep 2018),0.65% (Sep 2018),3.22 k,0.00,Large Cap,21.5
Axis Bank Ltd.,Banks,7.1,8.9,0.69%,0.01%,0.65% (Feb 2019),0% (May 2018),11.60 k,0.00,Large Cap,21.5
Bajaj Auto Ltd.,Motor cycles/scooters,0.67,8.7,0.67%,0.02%,0.57% (Jul 2018),0.57% (Jul 2018),2.93 k,0.00,Large Cap,21.5
Bajaj Finserv Ltd,Nbfc,2.49,8.3,0.64%,0.04%,0.6% (Mar 2019),0.6% (Mar 2019),1.11 k,0.00,Large Cap,21.5
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,1.19,8,0.61%,0.02%,0.42% (Sep 2018),0% (May 2018),18.40 k,0.00,Large Cap,21.5
Jubilant Foodworks Ltd.,Consumer food,2,7.7,0.59%,0.05%,0.47% (Jan 2019),0.47% (Jan 2019),5.80 k,0.00,Mid Cap,6.1
Nestle India Ltd.,Consumer food,2,7.6,0.59%,0.17%,0.59% (Apr 2019),0.59% (Apr 2019),700.00,0.20 k,Large Cap,21.5
Ipca Laboratories Ltd.,Pharmaceuticals,0.89,7.6,0.59%,0.21%,0.16% (Sep 2018),0% (May 2018),8.00 k,2.50 k,Mid Cap,6.1
Sun TV Network Ltd.,Tv broadcasting & software production,1.19,7.6,0.58%,0.05%,0.39% (Jan 2019),0.39% (Jan 2019),13.20 k,0.00,Mid Cap,6.1
Max Financial Services Ltd.,Nbfc,2.49,7.2,0.55%,0.02%,0.55% (Apr 2019),0.55% (Apr 2019),17.22 k,0.00,Mid Cap,6.1
Container Corporation Of India Ltd.,Logistics solution provider,0.55,7.2,0.55%,0.17%,0.38% (Mar 2019),0% (May 2018),14.50 k,5.00 k,Large Cap,21.5
Future Consumer Ltd.,Retailing,0.96,7.1,0.54%,0.03%,0.46% (Sep 2018),0.46% (Sep 2018),1.66 L,0.00,Mid Cap,6.1
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,2,6.9,0.53%,0.08%,0.53% (Apr 2019),0% (May 2018),950.00,0.15 k,Large Cap,21.5
Muthoot Finance Pvt. Ltd.,Nbfc,2.49,6.9,0.53%,0.02%,0.38% (Jun 2018),0.38% (Jun 2018),11.50 k,0.00,Mid Cap,6.1
ICICI Prudential Life Insurance Co Ltd.,Insurance,0.82,6.7,0.52%,0.03%,0.41% (Jan 2019),0.41% (Jan 2019),18.20 k,0.00,Large Cap,21.5
Voltas Limited,"Engineering, designing, construction",1.76,6.5,0.50%,0.02%,0.41% (Sep 2018),0.41% (Sep 2018),10.70 k,0.00,Mid Cap,6.1
Ceat Ltd.,Tyres & allied,0.49,6.4,0.49%,0.03%,0.36% (Sep 2018),0.36% (Sep 2018),6.08 k,0.00,Small Cap,1.99
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,0.49,6.4,0.49%,0.02%,0.3% (Jun 2018),0.3% (Jun 2018),26.50 k,0.00,Large Cap,21.5
Havells India Ltd.,Consumer elctronics,0.48,6.2,0.48%,0.18%,0.44% (Jun 2018),0.44% (Jun 2018),8.00 k,3.00 k,Large Cap,21.5
Finolex Cables Ltd.,Cables  electricals,0.42,5.5,0.42%,0.03%,0.4% (Feb 2019),0.4% (Feb 2019),12.45 k,0.00,Small Cap,1.99
Future Retail Ltd.,Retailing,0.96,5.5,0.42%,0.15%,0.42% (Apr 2019),0.42% (Apr 2019),13.00 k,3.25 k,Mid Cap,6.1
Radico Khaitan Ltd.,Brew/distilleries,0.4,5.2,0.40%,0.23%,0.4% (Apr 2019),0.4% (Apr 2019),14.70 k,6.00 k,Small Cap,1.99
Greenply Industries Ltd.,Plywood boards,0.39,5,0.39%,0.03%,0.25% (Sep 2018),0% (May 2018),29.90 k,5.00 k,Small Cap,1.99
Bandhan Bank Ltd.,Banks,7.1,4.6,0.35%,0.04%,0.31% (Mar 2019),0% (May 2018),7.60 k,0.00,Large Cap,21.5
ICICI Lombard General Insurance Co Ltd.,Insurance,0.82,3.9,0.30%,0.22%,0.3% (Apr 2019),0% (May 2018),3.60 k,3.00 k,Large Cap,21.5
#Divis Laboratories Ltd.,Pharmaceuticals,0.89,3.9,0.30%,0.30%,0.3% (Apr 2019),0% (May 2018),2.25 k,2.25 k,Large Cap,21.5
#Mahindra & Mahindra Ltd.,Passenger/utility vehicles,0.3,3.9,0.30%,0.30%,0.3% (Apr 2019),0% (May 2018),6.00 k,6.00 k,Large Cap,21.5
Heritage Foods (india) Ltd.,Consumer food,2,3.7,0.29%,0.10%,0.29% (Apr 2019),0.29% (Apr 2019),7.20 k,2.00 k,Small Cap,1.99
Engineers India Ltd.,"Engineering, designing, construction",1.76,4.5,0.00%,0.34%,,,,,Small Cap,1.99
