Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ITC Limited,Cigarettes,13.16,1589.6,11.15%,0.37%,7.12% (May 2018),7.12% (May 2018),52.75 L,0.00,Large Cap,64.71
Hindustan Unilever Ltd.,Diversified,10.36,1476.5,10.36%,0.50%,9.09% (May 2018),9.09% (May 2018),8.40 L,0.00,Large Cap,64.71
Bata India Ltd.,Leather and leather products,5.77,823,5.77%,0.27%,4.27% (May 2018),4.27% (May 2018),5.66 L,0.60 L,Mid Cap,23.86
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,7.37,713.8,5.01%,0.05%,2.14% (Feb 2019),0% (May 2018),16.50 L,0.00,Large Cap,64.71
Dabur India Ltd.,Personal care,4.68,666.8,4.68%,0.03%,3.23% (May 2018),3.23% (May 2018),16.75 L,0.00,Large Cap,64.71
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,13.43,639,4.48%,0.11%,3.18% (Jun 2018),3.18% (Jun 2018),87.80 k,0.00,Large Cap,64.71
Jubilant Foodworks Ltd.,Consumer food,13.43,631,4.43%,0.04%,2.09% (Jan 2019),2.09% (Jan 2019),4.75 L,33.00 k,Mid Cap,23.86
Maruti Suzuki India Ltd.,Passenger/utility vehicles,6.78,630.6,4.43%,0.08%,4.34% (Mar 2019),4.34% (Mar 2019),94.60 k,0.00,Large Cap,64.71
Future Retail Ltd.,Retailing,8.96,624,4.38%,0.26%,4.38% (Apr 2019),4.38% (Apr 2019),14.85 L,0.00,Mid Cap,23.86
Havells India Ltd.,Consumer elctronics,3.59,511.3,3.59%,0.08%,2.33% (Jun 2018),2.33% (Jun 2018),6.60 L,0.00,Large Cap,64.71
United Spirits Ltd.,Brew/distilleries,7.8,507.8,3.56%,0.12%,0.89% (Jan 2019),0% (May 2018),9.05 L,0.00,Large Cap,64.71
Nestle India Ltd.,Consumer food,13.43,501.6,3.52%,0.05%,2.32% (Aug 2018),2.32% (Aug 2018),46.00 k,0.00,Large Cap,64.71
Bajaj Auto Ltd.,Motor cycles/scooters,3.32,473,3.32%,0.15%,2.42% (Jul 2018),2.42% (Jul 2018),1.59 L,0.00,Large Cap,64.71
Future Consumer Ltd.,Retailing,8.96,418.7,2.94%,0.08%,2.11% (Jul 2018),2.11% (Jul 2018),97.95 L,0.00,Mid Cap,23.86
Page Industries Ltd.,Fabrics and garments,2.43,346.4,2.43%,0.08%,2.17% (Feb 2019),2.17% (Feb 2019),15.00 k,1.30 k,Large Cap,64.71
Sun TV Network Ltd.,Tv broadcasting & software production,7.37,335.9,2.36%,0.17%,1.73% (Jan 2019),1.73% (Jan 2019),5.85 L,0.00,Mid Cap,23.86
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,6.78,335.6,2.35%,0.06%,2.35% (Apr 2019),2.35% (Apr 2019),5.20 L,0.00,Large Cap,64.71
MRF Ltd.,Tyres & allied,3.3,333.3,2.34%,0.17%,1.89% (Jun 2018),1.89% (Jun 2018),6.30 k,0.00,Mid Cap,23.86
Titan Company Ltd.,"Gems, jewellery and watches",2.2,312.8,2.20%,0.59%,1.07% (Jan 2019),0% (May 2018),2.70 L,65.00 k,Large Cap,64.71
Radico Khaitan Ltd.,Brew/distilleries,7.8,306,2.15%,0.20%,2.14% (Sep 2018),2.14% (Sep 2018),8.65 L,0.00,Small Cap,7.73
United Breweries Ltd.,Brew/distilleries,7.8,298,2.09%,1.04%,1.06% (Mar 2019),0% (May 2018),2.10 L,1.00 L,Large Cap,64.71
Vst Industries Ltd.,Cigarettes,13.16,286,2.01%,0.02%,1.51% (Dec 2018),0% (May 2018),83.49 k,0.00,Small Cap,7.73
Trent Limited,Retailing,8.96,233.7,1.64%,0.00%,0.91% (Jun 2018),0.91% (Jun 2018),6.57 L,0.00,Mid Cap,23.86
Greenply Industries Ltd.,Plywood boards,1.61,229.1,1.61%,0.14%,1.17% (Nov 2018),1.17% (Nov 2018),13.65 L,0.00,Small Cap,7.73
#Asian Paints (india) Ltd.,Paints,1.54,219.5,1.54%,1.54%,1.54% (Apr 2019),0% (May 2018),1.50 L,1.50 L,Large Cap,64.71
Heritage Foods (india) Ltd.,Consumer food,13.43,142.4,1.00%,0.02%,0.86% (Sep 2018),0.86% (Sep 2018),2.74 L,0.00,Small Cap,7.73
Ceat Ltd.,Tyres & allied,3.3,137,0.96%,0.08%,0.81% (Oct 2018),0.81% (Oct 2018),1.30 L,15.50 k,Small Cap,7.73
Whirlpool Of India Ltd.,Home appliances,,184.9,0.00%,1.27%,,,,,Mid Cap,23.86
Britannia Industries Ltd.,Consumer food,13.43,417.8,0.00%,2.87%,,,,,Large Cap,64.71
CBLO,Other,,389.8,0.00%,2.68%,,,,,Small Cap,7.73
Colgate  Palmolive (India) Limited,Personal care,4.68,346,0.00%,2.38%,,,,,Large Cap,64.71
