Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

HDFC Bank Ltd.,Banks,23.59,816.2,6.89%,0.03%,6.6% (Oct 2018),6.6% (Oct 2018),3.52 L,0.00,Large Cap,56.83
ICICI Bank Ltd.,Banks,23.59,752.8,6.35%,0.14%,5.06% (Jun 2018),5.06% (Jun 2018),18.47 L,0.00,Large Cap,56.83
Axis Bank Ltd.,Banks,23.59,693.6,5.85%,0.05%,3.11% (Jun 2018),3.11% (Jun 2018),9.04 L,0.00,Large Cap,56.83
Infosys Ltd.,Computers  software,9.54,688.3,5.81%,0.09%,4.64% (May 2018),4.64% (May 2018),9.16 L,0.00,Large Cap,56.83
ITC Limited,Cigarettes,4.91,581.9,4.91%,0.09%,4.13% (May 2018),4.13% (May 2018),19.31 L,0.00,Large Cap,56.83
Muthoot Finance Pvt. Ltd.,Nbfc,5.67,315.2,2.66%,0.07%,1.04% (Aug 2018),1.04% (Aug 2018),5.28 L,0.00,Mid Cap,27.37
Aditya Birla Fashion and Retail Ltd.,Retailing,2.49,294.8,2.49%,0.04%,0.88% (Jul 2018),0.88% (Jul 2018),13.66 L,0.00,Mid Cap,27.37
Mphasis Ltd.,Computers  software,9.54,288.9,2.44%,0.04%,2.44% (Apr 2019),2.44% (Apr 2019),2.98 L,0.00,Mid Cap,27.37
GAIL (India) Ltd.,Gas transmission/marketing,4.12,287.7,2.43%,0.07%,2.1% (May 2018),2.1% (May 2018),8.08 L,0.00,Large Cap,56.83
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.29,269.2,2.27%,0.01%,2.26% (Mar 2019),2.26% (Mar 2019),40.38 k,0.00,Large Cap,56.83
Mahindra & Mahindra Financial Services Ltd.,Nbfc,5.67,261.4,2.21%,0.10%,2.21% (Apr 2019),2.21% (Apr 2019),6.52 L,0.00,Mid Cap,27.37
Indusind Bank Ltd.,Banks,23.59,259.7,2.19%,0.23%,1.78% (Feb 2019),1.78% (Feb 2019),1.62 L,0.00,Large Cap,56.83
ICICI Prudential Life Insurance Co Ltd.,Insurance,2.11,249.7,2.11%,0.12%,0.78% (Dec 2018),0.78% (Dec 2018),6.76 L,0.00,Large Cap,56.83
National Thermal Power Corporation Ltd.,Power,4.45,233.3,1.97%,0.00%,1.91% (Feb 2019),1.91% (Feb 2019),17.41 L,0.00,Large Cap,56.83
Tech Mahindra Ltd.,Software telecom,1.8,212.9,1.80%,0.11%,1.26% (Jul 2018),1.26% (Jul 2018),2.55 L,4.95 k,Large Cap,56.83
Gujarat Gas Ltd.,Gas transmission/marketing,4.12,199.8,1.69%,0.13%,0.62% (Feb 2019),0.62% (Feb 2019),12.56 L,0.00,Other,1.78
Coromandel International Ltd.,Fertilisersphosphatic,1.6,189.7,1.60%,0.26%,1.6% (Apr 2019),1.6% (Apr 2019),4.37 L,0.00,Mid Cap,27.37
Indian Oil Corporation Ltd.,Refineries/marketing,1.55,183.3,1.55%,0.04%,0.74% (Aug 2018),0.74% (Aug 2018),11.60 L,0.00,Large Cap,56.83
Torrent Power Ltd.,Power,4.45,180.7,1.52%,0.02%,1.52% (Apr 2019),1.52% (Apr 2019),7.14 L,0.00,Mid Cap,27.37
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,4.4,179.5,1.51%,0.07%,1.11% (Dec 2018),1.11% (Dec 2018),3.92 L,0.00,Large Cap,56.83
Nestle India Ltd.,Consumer food,2.33,177.9,1.50%,0.00%,1.5% (Mar 2019),1.5% (Mar 2019),16.32 k,0.00,Large Cap,56.83
Vedanta Ltd.,Copper & copper products,1.38,163.3,1.38%,0.14%,1.38% (Apr 2019),1.38% (Apr 2019),9.79 L,0.00,Large Cap,56.83
Equitas Holdings Ltd.,Investment companies,1.36,161.3,1.36%,0.24%,0.99% (Nov 2018),0.99% (Nov 2018),12.37 L,2.65 L,Small Cap,8.43
NIIT Techonologies Ltd.,Computers  software,9.54,153.1,1.29%,0.03%,1.22% (Nov 2018),1.22% (Nov 2018),1.18 L,0.00,Small Cap,8.43
Cipla Ltd.,Pharmaceuticals,4.4,146,1.23%,0.08%,1.15% (Mar 2019),1.15% (Mar 2019),2.58 L,0.00,Large Cap,56.83
Sun TV Network Ltd.,Tv broadcasting & software production,1.18,139.9,1.18%,0.10%,0.42% (Jun 2018),0.42% (Jun 2018),2.44 L,0.00,Mid Cap,27.37
Federal Bank Ltd.,Banks,23.59,137.3,1.16%,0.04%,1.16% (Feb 2019),1.16% (Feb 2019),14.81 L,0.00,Mid Cap,27.37
Bank Of Baroda,Banks,23.59,136.3,1.15%,0.11%,1.1% (Feb 2019),1.1% (Feb 2019),11.68 L,0.00,Large Cap,56.83
Exide Industries Ltd.,Batteries – automobile,1.15,136.7,1.15%,0.02%,1.02% (Oct 2018),1.02% (May 2018),6.38 L,0.00,Mid Cap,27.37
Crompton Greaves Consumer Electricals Ltd.,Home appliances,1.14,135.6,1.14%,0.33%,0.81% (Mar 2019),0.81% (Mar 2019),5.71 L,1.45 L,Mid Cap,27.37
NCC Ltd.,"Engineering, designing, construction",1.74,133.2,1.12%,0.15%,1.12% (Apr 2019),1.12% (Apr 2019),13.42 L,0.00,Small Cap,8.43
Oberoi Realty Ltd.,Residential/commercial/sez project,1.91,127,1.07%,0.04%,1.02% (Dec 2018),0% (May 2018),2.50 L,0.00,Mid Cap,27.37
Emami Ltd.,Personal care,1.7,126.1,1.06%,0.03%,1.06% (Apr 2019),1.06% (Apr 2019),3.26 L,0.00,Mid Cap,27.37
Tata Motors Ltd.,Passenger/utility vehicles,3.29,121.3,1.02%,0.19%,0.83% (Mar 2019),0.83% (Mar 2019),5.66 L,0.00,Large Cap,56.83
Tata Steel Ltd.,Steel,1.02,120.4,1.02%,0.25%,0.77% (Mar 2019),0% (May 2018),2.16 L,39.91 k,Large Cap,56.83
Tata Global Beverages Ltd.,Tea &  coffee,1.01,119.7,1.01%,0.03%,0.32% (Feb 2019),0.32% (Feb 2019),5.72 L,0.00,Mid Cap,27.37
Associated Cement Companies Ltd.,Cement,1.65,119.7,1.01%,0.02%,1.01% (Apr 2019),0% (May 2018),73.31 k,0.00,Mid Cap,27.37
Bharti Airtel Ltd.,Telecom  services,1.06,115.2,0.97%,0.04%,0.97% (Apr 2019),0.97% (Apr 2019),3.60 L,0.00,Large Cap,56.83
#Cesc Ltd.,Power,4.45,114.3,0.96%,0.96%,0.96% (Apr 2019),0% (May 2018),1.63 L,1.63 L,Mid Cap,27.37
Hero Motocorp Ltd.,Motor cycles/scooters,0.93,110,0.93%,0.01%,0.93% (Apr 2019),0% (May 2018),43.81 k,0.00,Large Cap,56.83
Sanofi India Ltd.,Pharmaceuticals,4.4,101,0.85%,0.03%,0.85% (Apr 2019),0.85% (Apr 2019),18.01 k,0.00,Mid Cap,27.37
Phoenix Mills Ltd.,Residential/commercial/sez project,1.91,100,0.84%,0.08%,0.84% (Apr 2019),0.84% (Apr 2019),1.67 L,0.00,Mid Cap,27.37
Jubilant Foodworks Ltd.,Consumer food,2.33,98,0.83%,0.06%,0.78% (Oct 2018),0.78% (Oct 2018),73.76 k,0.00,Mid Cap,27.37
Lupin Ltd.,Pharmaceuticals,4.4,96.1,0.81%,0.13%,0.68% (Mar 2019),0% (May 2018),1.10 L,0.00,Large Cap,56.83
Max Financial Services Ltd.,Nbfc,5.67,95.2,0.80%,0.03%,0.8% (Apr 2019),0% (May 2018),2.28 L,0.00,Mid Cap,27.37
Escorts Ltd.,Tractors,0.7,83.4,0.70%,0.05%,0.68% (Sep 2018),0.68% (Sep 2018),1.13 L,0.00,Mid Cap,27.37
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,0.69,81.4,0.69%,0.02%,0.62% (Sep 2018),0.62% (Sep 2018),2.60 L,0.00,Mid Cap,27.37
Voltamp Transformers Ltd.,Power equipment,1.51,76.8,0.65%,0.00%,0.54% (Oct 2018),0.54% (Oct 2018),67.29 k,0.00,Small Cap,8.43
Bajaj Consumer Care Ltd.,Personal care,1.7,75.6,0.64%,0.04%,0.6% (Mar 2019),0% (May 2018),2.30 L,0.00,Small Cap,8.43
Container Corporation Of India Ltd.,Logistics solution provider,0.64,75.7,0.64%,0.04%,0.64% (Apr 2019),0.64% (Apr 2019),1.53 L,0.00,Large Cap,56.83
J K Lakshmi Cement Ltd.,Cement,1.65,76.1,0.64%,0.04%,0.53% (Nov 2018),0.53% (Nov 2018),2.05 L,0.00,Small Cap,8.43
Engineers India Ltd.,"Engineering, designing, construction",1.74,73.9,0.62%,0.03%,0.62% (Apr 2019),0.62% (Apr 2019),6.62 L,0.00,Small Cap,8.43
Multi Commodity Exchange Of India Ltd.,Other financial services,0.59,69.6,0.59%,0.04%,0.49% (Feb 2019),0.49% (Feb 2019),81.03 k,0.00,Small Cap,8.43
Siemens Ltd.,Power equipment,1.51,63.5,0.54%,0.03%,0.51% (Mar 2019),0% (May 2018),54.11 k,0.00,Large Cap,56.83
