Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ICICI Bank Ltd.,Banks,14.66,98.5,6.68%,0.28%,5.24% (Sep 2018),5.24% (Sep 2018),2.42 L,0.00,Large Cap,52.15
Reliance Industries Ltd.,Refineries/marketing,6.54,96.4,6.54%,0.31%,4.24% (May 2018),4.24% (May 2018),69.23 k,0.00,Large Cap,52.15
Larsen & Toubro Ltd.,"Engineering, designing, construction",17.69,93.5,6.34%,0.01%,6.1% (Aug 2018),6.1% (Aug 2018),69.34 k,0.00,Large Cap,52.15
Grasim Industries Limited,Cement,9.26,83.4,5.65%,0.41%,4.81% (Jan 2019),4.81% (Jan 2019),92.49 k,0.00,Large Cap,52.15
NCC Ltd.,"Engineering, designing, construction",17.69,80.7,5.47%,0.59%,4.21% (Sep 2018),4.21% (Sep 2018),8.13 L,0.00,Small Cap,22.28
Voltamp Transformers Ltd.,Power equipment,6.8,56.4,3.83%,0.09%,2.9% (Oct 2018),2.9% (Sep 2018),49.39 k,0.00,Small Cap,22.28
Ambuja Cements Ltd.,Cement,9.26,53.2,3.61%,0.14%,3.44% (Oct 2018),3.44% (Oct 2018),2.41 L,0.00,Large Cap,52.15
Engineers India Ltd.,"Engineering, designing, construction",17.69,52.8,3.58%,0.09%,3.58% (Apr 2019),3.58% (Apr 2019),4.74 L,0.00,Small Cap,22.28
Federal Bank Ltd.,Banks,14.66,52.1,3.54%,0.04%,1.53% (May 2018),1.53% (May 2018),5.62 L,0.00,Mid Cap,21.42
Adani Ports And Special Economic Zone Ltd.,Port,4.02,51.3,3.48%,0.22%,3.01% (Oct 2018),3.01% (Oct 2018),1.31 L,0.00,Large Cap,52.15
State Bank Of India,Banks,14.66,48,3.25%,0.03%,2.92% (Sep 2018),2.92% (Sep 2018),1.55 L,0.00,Large Cap,52.15
