Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ITC Limited,Cigarettes,8.65,211.3,8.65%,0.42%,3.93% (May 2018),3.93% (May 2018),7.01 L,0.00,Large Cap,36.51
Shriram Transport Finance Co. Ltd.,Nbfc,13.96,158.7,6.49%,0.71%,2.57% (May 2018),2.57% (May 2018),1.43 L,0.00,Mid Cap,34.8
Mahindra & Mahindra Financial Services Ltd.,Nbfc,13.96,155.2,6.35%,0.09%,4% (May 2018),4% (May 2018),3.87 L,0.00,Mid Cap,34.8
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,5.86,143.2,5.86%,0.04%,3.24% (May 2018),3.24% (May 2018),2.22 L,0.00,Large Cap,36.51
UPL Ltd.,Pesticides and agrochemicals,13.64,130.3,5.33%,0.24%,2.8% (Jun 2018),2.8% (Jun 2018),1.34 L,0.00,Large Cap,36.51
Bharti Airtel Ltd.,Telecom  services,5.26,117.9,4.83%,0.01%,1.86% (May 2018),1.86% (May 2018),3.68 L,0.00,Large Cap,36.51
Colgate  Palmolive (India) Limited,Personal care,5.91,109.6,4.48%,0.02%,1.76% (May 2018),1.76% (May 2018),90.70 k,0.00,Large Cap,36.51
Chambal Fertilizers & Chemicals Ltd.,Fertiliserscomposite,4.03,98.5,4.03%,0.15%,2.96% (Jun 2018),2.96% (Jul 2018),6.35 L,0.00,Small Cap,24.38
Bajaj Auto Ltd.,Motor cycles/scooters,5.34,98.2,4.02%,0.24%,3.6% (Jan 2019),0% (May 2018),32.89 k,0.00,Large Cap,36.51
Coromandel International Ltd.,Fertilisersphosphatic,3.9,95.4,3.90%,0.50%,0.93% (Jun 2018),0% (May 2018),2.20 L,0.00,Mid Cap,34.8
Somany Ceramics Ltd.,Sanitary ware,3.58,87.5,3.58%,0.17%,1.17% (Nov 2018),0% (May 2018),2.06 L,0.00,Small Cap,24.38
Pi Industries Ltd.,Pesticides and agrochemicals,13.64,85.9,3.52%,0.17%,1.39% (Aug 2018),0% (May 2018),82.29 k,0.00,Mid Cap,34.8
Bajaj Electricals Ltd.,Home appliances,3.36,82.1,3.36%,0.20%,2.8% (Feb 2019),2.8% (Feb 2019),1.44 L,0.00,Small Cap,24.38
State Bank Of India,Banks,3.34,81.5,3.34%,0.01%,2.21% (May 2018),2.21% (May 2018),2.63 L,0.00,Large Cap,36.51
Escorts Ltd.,Tractors,3.24,79.2,3.24%,0.13%,2.73% (Sep 2018),2.73% (Sep 2018),1.07 L,0.00,Mid Cap,34.8
Bayer Cropscience Ltd.,Pesticides and agrochemicals,13.64,71,2.90%,0.10%,1.41% (Aug 2018),0% (May 2018),17.26 k,0.00,Mid Cap,34.8
Greaves Cotton Ltd.,Diesel engines,2.53,61.8,2.53%,0.23%,0.97% (May 2018),0.97% (May 2018),4.19 L,0.00,Small Cap,24.38
L&T Finance Holdings Ltd.,Investment companies,2.51,61.3,2.51%,0.31%,1.91% (May 2018),1.91% (May 2018),4.68 L,0.00,Mid Cap,34.8
Tata Chemicals Ltd.,Chemicals  inorganic,2.4,58.6,2.40%,0.04%,2.36% (Mar 2019),2.36% (Mar 2019),1.01 L,0.00,Mid Cap,34.8
Associated Cement Companies Ltd.,Cement,2.17,53.1,2.17%,0.03%,1.38% (May 2018),1.38% (May 2018),32.51 k,0.00,Mid Cap,34.8
NCC Ltd.,"Engineering, designing, construction",2.1,51.3,2.10%,0.20%,1.52% (Jul 2018),1.52% (Jul 2018),5.17 L,0.00,Small Cap,24.38
Jain Irrigation Systems Ltd.,Plastic products,1.99,48.6,1.99%,0.08%,1.99% (Apr 2019),1.99% (Apr 2019),8.91 L,0.00,Small Cap,24.38
Genus Power Infrastructures Ltd.,Industrial electronics,1.79,43.7,1.79%,0.06%,1.13% (May 2018),1.13% (May 2018),15.24 L,0.00,Small Cap,24.38
Rallis India Ltd.,Pesticides and agrochemicals,13.64,40.6,1.66%,0.12%,1.66% (Apr 2019),0% (May 2018),2.75 L,0.00,Small Cap,24.38
Bajaj Consumer Care Ltd.,Personal care,5.91,35,1.43%,0.13%,1.3% (Mar 2019),0% (May 2018),1.07 L,0.00,Small Cap,24.38
TVS Motor Company Ltd.,Motor cycles/scooters,5.34,32.2,1.32%,0.10%,1.22% (Mar 2019),0% (May 2018),65.48 k,0.00,Mid Cap,34.8
Satin Creditcare Network Ltd.,Nbfc,13.96,27.3,1.12%,0.08%,0.71% (Nov 2018),0.71% (Nov 2018),82.94 k,0.00,Small Cap,24.38
Dish T V India Ltd.,Tv broadcasting & software production,0.56,13.6,0.56%,0.02%,0.38% (Jan 2019),0.38% (Jan 2019),3.77 L,0.00,Small Cap,24.38
#Bharti Airtel Ltd.  Rights,Telecom  services,5.26,10.5,0.43%,0.43%,0.43% (Apr 2019),0% (May 2018),1.04 L,1.04 L,Other,0.43
Monsanto India Ltd.,Pesticides and agrochemicals,13.64,5.5,0.23%,0.01%,0.22% (Mar 2019),0.22% (Mar 2019),2.19 k,0.00,Small Cap,24.38
