Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Reliance Industries Ltd.,Refineries/marketing,6.99,1148.4,6.82%,0.48%,0.06% (Jul 2018),0% (May 2018),8.25 L,23.50 k,Large Cap,49.86
Housing Development Finance Corporation Ltd.,Housing finance,5.71,915.7,5.44%,0.00%,0.53% (Sep 2018),0% (May 2018),4.59 L,45.50 k,Large Cap,49.86
Infosys Ltd.,Computers  software,6.69,566.2,3.36%,0.06%,0.21% (Oct 2018),0% (May 2018),7.54 L,91.20 k,Large Cap,49.86
Tata Consultancy Services Ltd.,Computers  software,6.69,499.5,2.97%,0.08%,0.07% (Sep 2018),0% (May 2018),2.21 L,5.50 k,Large Cap,49.86
Hindustan Unilever Ltd.,Diversified,2.81,473.5,2.81%,0.28%,0.08% (Jul 2018),0% (May 2018),2.69 L,1.20 k,Large Cap,49.86
Yes Bank,Banks,8.72,458.4,2.72%,2.67%,0.4% (Jul 2018),0% (May 2018),27.28 L,2.03 L,Large Cap,49.86
Bajaj Finance Ltd.,Nbfc,5.33,444.3,2.64%,0.19%,0.74% (Aug 2018),0% (May 2018),1.44 L,3.50 k,Large Cap,49.86
Aurobindo Pharma Ltd.,Pharmaceuticals,4.92,356.3,2.12%,0.07%,1.48% (Jul 2018),1.48% (Jul 2018),4.35 L,45.00 k,Large Cap,49.86
Shriram Transport Finance Co. Ltd.,Nbfc,5.33,262,1.56%,0.50%,1.12% (May 2018),1.12% (May 2018),2.36 L,5.40 k,Mid Cap,10.63
Punjab National Bank,Banks,8.72,261.5,1.55%,0.08%,0.09% (May 2018),0.09% (May 2018),30.80 L,5.32 L,Large Cap,49.86
Bank Of Baroda,Banks,8.72,225.4,1.34%,0.98%,0.25% (May 2018),0.25% (May 2018),19.32 L,7.60 L,Large Cap,49.86
J S W Steel Ltd.,Steel,1.9,224.8,1.33%,0.13%,0.02% (Oct 2018),0% (May 2018),7.29 L,1.17 L,Large Cap,49.86
Asian Paints (india) Ltd.,Paints,1.34,223,1.32%,0.33%,0.17% (Jun 2018),0% (May 2018),1.52 L,53.40 k,Large Cap,49.86
Titan Company Ltd.,"Gems, jewellery and watches",1.28,216.4,1.28%,0.19%,0.71% (May 2018),0% (May 2018),1.87 L,43.50 k,Large Cap,49.86
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,2.27,214.2,1.27%,0.15%,0.1% (Sep 2018),0% (May 2018),3.32 L,16.00 k,Large Cap,49.86
Infrastructure Development Finance Company Limited,Financial institution,1.15,185.5,1.10%,0.44%,0.56% (Jun 2018),0.56% (Jun 2018),46.20 L,3.17 L,Small Cap,3.43
Maruti Suzuki India Ltd.,Passenger/utility vehicles,2.27,169,1.00%,0.02%,0.13% (Dec 2018),0% (May 2018),25.35 k,2.40 k,Large Cap,49.86
Tata Motors Ltd.  A Class,Commercial vehicles,1.39,165.2,0.98%,0.19%,0.3% (Sep 2018),0.3% (Sep 2018),16.15 L,2.28 L,Mid Cap,10.63
UPL Ltd.,Pesticides and agrochemicals,0.98,165.1,0.98%,0.11%,0.02% (Aug 2018),0% (May 2018),1.70 L,34.80 k,Large Cap,49.86
#Ultratech Cement Ltd.,Cement,1.42,163.4,0.97%,0.97%,0.05% (Dec 2018),0% (May 2018),35.40 k,35.40 k,Large Cap,49.86
Biocon Ltd.,Pharmaceuticals,4.92,151.7,0.90%,0.00%,0.9% (Apr 2019),0% (May 2018),2.56 L,35.10 k,Large Cap,49.86
Godrej Consumer Products Ltd,Personal care,1.83,147.1,0.87%,0.03%,0.5% (Sep 2018),0% (May 2018),2.26 L,30.00 k,Large Cap,49.86
State Bank Of India,Banks,8.72,126.5,0.75%,0.26%,0.15% (Sep 2018),0% (May 2018),4.08 L,0.63 L,Large Cap,49.86
Canara Bank,Banks,8.72,102.6,0.61%,0.16%,0.13% (Jul 2018),0% (May 2018),3.94 L,0.00,Mid Cap,10.63
Mahindra & Mahindra Financial Services Ltd.,Nbfc,5.33,98.2,0.58%,0.00%,0.01% (Sep 2018),0% (May 2018),2.45 L,37.50 k,Mid Cap,10.63
GMR Infrastructure Ltd.,"Engineering, designing, construction",0.79,88.4,0.53%,0.09%,0.05% (Dec 2018),0% (May 2018),53.10 L,19.80 L,Mid Cap,10.63
Bharat Forge Ltd.,Castings/forgings,0.51,86.1,0.51%,0.08%,0.03% (Nov 2018),0% (May 2018),1.82 L,9.60 k,Mid Cap,10.63
Adani Power Ltd.,Power,1.12,86.2,0.51%,0.29%,0.12% (Oct 2018),0% (May 2018),19.20 L,12.40 L,Mid Cap,10.63
Marico Ltd.,Personal care,1.83,82.2,0.49%,0.04%,0.12% (May 2018),0% (May 2018),2.29 L,0.00,Large Cap,49.86
Sun TV Network Ltd.,Tv broadcasting & software production,1,80.4,0.48%,0.04%,0.04% (May 2018),0.04% (May 2018),1.40 L,17.00 k,Mid Cap,10.63
#Bharat Financial Inclusion Ltd.,Nbfc,5.33,81.6,0.48%,0.48%,0.03% (Jan 2019),0% (May 2018),81.00 k,81.00 k,Mid Cap,10.63
Dabur India Ltd.,Personal care,1.83,78.6,0.47%,0.01%,0.02% (May 2018),0% (May 2018),1.98 L,21.25 k,Large Cap,49.86
Tata Power Co. Ltd.,Power,1.12,78.1,0.46%,0.30%,0.04% (Aug 2018),0% (May 2018),11.52 L,8.37 L,Mid Cap,10.63
Karnataka Bank Ltd.,Banks,8.72,75.7,0.45%,0.04%,0% (Feb 2019),0% (May 2018),5.97 L,1.41 L,Small Cap,3.43
#HDFC Bank Ltd.,Banks,8.72,74.2,0.44%,0.44%,0.04% (Dec 2018),0% (May 2018),32.00 k,32.00 k,Large Cap,49.86
Federal Bank Ltd.,Banks,8.72,72.7,0.43%,0.03%,0.05% (Nov 2018),0% (May 2018),7.84 L,77.00 k,Mid Cap,10.63
Nestle India Ltd.,Consumer food,0.63,70.3,0.42%,0.02%,0.07% (May 2018),0.07% (May 2018),6.45 k,400.00,Large Cap,49.86
TV18 Broadcast Ltd.,Tv broadcasting & software production,1,70,0.42%,0.06%,0.08% (Jan 2019),0% (May 2018),22.36 L,1.95 L,Small Cap,3.43
Ashok Leyland Ltd.,Commercial vehicles,1.39,69.2,0.41%,0.08%,0.02% (Aug 2018),0% (May 2018),7.96 L,0.00,Mid Cap,10.63
Tata Steel Ltd.,Steel,1.9,65.6,0.39%,0.26%,0.39% (Apr 2019),0.39% (Apr 2019),1.18 L,0.69 L,Large Cap,49.86
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,4.92,65.4,0.39%,0.03%,0.1% (Oct 2018),0% (May 2018),1.43 L,11.00 k,Large Cap,49.86
Bharat Heavy Electricals Ltd.,Power equipment,0.46,64.3,0.38%,0.02%,0.01% (Jan 2019),0% (May 2018),9.08 L,1.88 L,Mid Cap,10.63
Hero Motocorp Ltd.,Motor cycles/scooters,0.38,64.3,0.38%,0.04%,0.03% (Sep 2018),0% (May 2018),25.60 k,1.20 k,Large Cap,49.86
Glenmark Pharmaceuticals Ltd.,Pharmaceuticals,4.92,61.9,0.37%,0.05%,0.06% (May 2018),0% (May 2018),97.00 k,0.00,Mid Cap,10.63
#Cipla Ltd.,Pharmaceuticals,4.92,61,0.36%,0.36%,0.02% (Jan 2019),0% (May 2018),1.08 L,1.08 L,Large Cap,49.86
Exide Industries Ltd.,Batteries – automobile,0.36,60.4,0.36%,0.31%,0.05% (Mar 2019),0% (May 2018),2.82 L,2.46 L,Mid Cap,10.63
#DLF Ltd.,Residential/commercial/sez project,0.33,55.2,0.33%,0.33%,0.04% (Oct 2018),0% (May 2018),3.20 L,3.20 L,Large Cap,49.86
Lupin Ltd.,Pharmaceuticals,4.92,53.1,0.32%,0.08%,0.07% (Dec 2018),0% (May 2018),60.90 k,13.30 k,Large Cap,49.86
#Power Grid Corporation of India Ltd.,Power transmission,0.31,52.9,0.31%,0.31%,0.31% (Apr 2019),0% (May 2018),2.84 L,2.84 L,Large Cap,49.86
#Bharat Electronics Ltd.,Industrial electronics,0.3,51.2,0.30%,0.30%,0.04% (Sep 2018),0% (May 2018),5.88 L,5.88 L,Mid Cap,10.63
Tata Elxsi Ltd.,Computers  software,6.69,51,0.30%,0.28%,0.02% (Mar 2019),0% (May 2018),54.80 k,52.40 k,Small Cap,3.43
Grasim Industries Limited,Cement,1.42,46.6,0.28%,0.05%,0.04% (Jun 2018),0% (May 2018),51.75 k,11.25 k,Large Cap,49.86
#Escorts Ltd.,Tractors,0.27,45.5,0.27%,0.27%,0.02% (Dec 2018),0% (May 2018),61.60 k,61.60 k,Mid Cap,10.63
Adani Ports And Special Economic Zone Ltd.,Port,0.26,43.2,0.26%,0.19%,0.1% (Sep 2018),0% (May 2018),1.10 L,0.68 L,Large Cap,49.86
ITC Limited,Cigarettes,0.26,43.4,0.26%,0.42%,0.01% (Oct 2018),0% (May 2018),1.44 L,1.97 L,Large Cap,49.86
United Spirits Ltd.,Brew/distilleries,0.25,42.1,0.25%,0.03%,0.04% (Sep 2018),0% (May 2018),75.00 k,0.00,Large Cap,49.86
L&T Finance Holdings Ltd.,Investment companies,0.39,41.9,0.25%,0.09%,0.04% (Aug 2018),0% (May 2018),3.20 L,1.62 L,Mid Cap,10.63
Larsen & Toubro Ltd.,"Engineering, designing, construction",0.79,40,0.24%,0.19%,0.05% (Feb 2019),0% (May 2018),29.63 k,24.38 k,Large Cap,49.86
NMDC LTD,Industrial minerals,0.24,40.4,0.24%,0.09%,0.01% (Oct 2018),0% (May 2018),4.02 L,1.86 L,Large Cap,49.86
