Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Bajaj Finance Ltd.,Nbfc,1.84,468.6,1.84%,0.02%,1.58% (Sep 2018),1.58% (Sep 2018),1.51 L,6.00 k,Large Cap,16.5
HDFC Bank Ltd.,Banks,4.94,387,1.52%,0.01%,1.24% (Aug 2018),1.24% (Aug 2018),1.67 L,0.00,Large Cap,16.5
Indusind Bank Ltd.,Banks,4.94,277.9,1.09%,0.23%,1.05% (Oct 2018),1.05% (Oct 2018),1.73 L,0.17 L,Large Cap,16.5
Kotak Mahindra Bank Ltd.,Banks,4.94,267.6,1.05%,0.04%,0.81% (Oct 2018),0.81% (Oct 2018),1.93 L,0.00,Large Cap,16.5
Tata Consultancy Services Ltd.,Computers  software,3.18,234.8,0.92%,0.11%,0.74% (May 2018),0.74% (May 2018),1.04 L,0.00,Large Cap,16.5
Infosys Ltd.,Computers  software,3.18,233.9,0.92%,0.02%,0.9% (Dec 2018),0.9% (Mar 2019),3.11 L,0.00,Large Cap,16.5
Housing Development Finance Corporation Ltd.,Housing finance,0.85,216.9,0.85%,0.01%,0.58% (Sep 2018),0.58% (Sep 2018),1.09 L,0.00,Large Cap,16.5
Astral Poly Technik Ltd.,Plastic products,0.82,207.8,0.82%,0.06%,0.65% (Jun 2018),0.65% (Sep 2018),1.69 L,0.00,Mid Cap,6.49
Info Edge (India) Ltd.,It enabled services – software,1.25,203.5,0.80%,0.04%,0.46% (Jun 2018),0.46% (Jun 2018),1.05 L,0.00,Mid Cap,6.49
Shree Cement Ltd.,Cement,0.73,186.3,0.73%,0.04%,0.54% (Oct 2018),0.54% (Oct 2018),9.41 k,0.00,Large Cap,16.5
Mindtree Ltd.,Computers  software,3.18,184.4,0.72%,0.03%,0.69% (Dec 2018),0.69% (Dec 2018),1.88 L,0.15 L,Mid Cap,6.49
Larsen & Toubro Infotech Ltd.,Computers  software,3.18,156.8,0.62%,0.01%,0.26% (Sep 2018),0% (May 2018),91.34 k,0.00,Large Cap,16.5
Yes Bank,Banks,4.94,142.6,0.56%,0.35%,0.56% (Apr 2019),0.56% (Apr 2019),8.49 L,0.00,Large Cap,16.5
Divis Laboratories Ltd.,Pharmaceuticals,2.61,141,0.55%,0.07%,0.41% (Jun 2018),0.41% (Jun 2018),80.70 k,0.13 L,Large Cap,16.5
ITC Limited,Cigarettes,0.5,128.7,0.50%,0.00%,0.47% (Feb 2019),0.47% (Feb 2019),4.27 L,0.00,Large Cap,16.5
Motherson Sumi Systems Ltd.,Auto ancillaries,0.94,120.8,0.47%,0.01%,0.46% (Jan 2019),0.46% (Jan 2019),8.25 L,0.00,Large Cap,16.5
DR. LAL PATHLABS Ltd.,Healthcare service providers,0.57,118.4,0.46%,0.05%,0.35% (May 2018),0.35% (May 2018),1.13 L,0.11 L,Mid Cap,6.49
eClerx Services Ltd.,It enabled services – software,1.25,114.8,0.45%,0.00%,0.4% (Nov 2018),0.4% (Aug 2018),1.00 L,0.00,Small Cap,1.64
Maruti Suzuki India Ltd.,Passenger/utility vehicles,0.44,112.3,0.44%,0.00%,0.44% (Oct 2018),0.44% (Mar 2019),16.85 k,0.00,Large Cap,16.5
Titan Company Ltd.,"Gems, jewellery and watches",0.43,110.4,0.43%,0.01%,0.32% (Sep 2018),0.32% (Sep 2018),95.25 k,0.00,Large Cap,16.5
Jubilant Foodworks Ltd.,Consumer food,0.71,103.1,0.40%,0.04%,0.4% (Apr 2019),0.4% (Apr 2019),77.60 k,0.00,Mid Cap,6.49
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,2.61,101.2,0.40%,0.08%,0.4% (Apr 2019),0.4% (Apr 2019),56.50 k,7.00 k,Large Cap,16.5
Endurance Technologies Ltd.,Auto ancillaries,0.94,102.4,0.40%,0.01%,0.35% (Jun 2018),0.35% (Jun 2018),87.00 k,0.00,Mid Cap,6.49
Havells India Ltd.,Consumer elctronics,0.69,100.3,0.39%,0.08%,0.36% (Sep 2018),0.36% (Sep 2018),1.30 L,0.27 L,Large Cap,16.5
Pi Industries Ltd.,Pesticides and agrochemicals,0.38,95.6,0.38%,0.01%,0.28% (Sep 2018),0.28% (Sep 2018),91.56 k,0.00,Mid Cap,6.49
Au Small Finance Bank Ltd.,Banks,4.94,93.7,0.37%,0.03%,0.16% (Sep 2018),0.16% (Sep 2018),1.45 L,0.00,Mid Cap,6.49
Ipca Laboratories Ltd.,Pharmaceuticals,2.61,93.9,0.37%,0.01%,0.25% (May 2018),0.25% (Sep 2018),98.57 k,0.00,Mid Cap,6.49
Page Industries Ltd.,Fabrics and garments,0.36,92.6,0.36%,0.06%,0.36% (Apr 2019),0.36% (Apr 2019),4.01 k,0.25 k,Large Cap,16.5
Grindwell Norton Ltd.,Abrasives,0.35,89.7,0.35%,0.01%,0.21% (May 2018),0.21% (May 2018),1.48 L,0.00,Small Cap,1.64
City Union Bank Ltd.,Banks,4.94,90.5,0.35%,0.01%,0.18% (Jun 2018),0.18% (Jun 2018),4.46 L,0.00,Mid Cap,6.49
Eicher Motors Ltd.,Commercial vehicles,0.35,89.6,0.35%,0.00%,0.29% (Oct 2018),0.29% (Oct 2018),4.40 k,0.00,Large Cap,16.5
Cadila Healthcare Ltd.,Pharmaceuticals,2.61,81.2,0.32%,0.02%,0.32% (Apr 2019),0.32% (Apr 2019),2.50 L,0.00,Large Cap,16.5
Amara Raja Batteries Limited,Batteries – automobile,0.32,82.5,0.32%,0.03%,0.31% (Jun 2018),0.31% (Jun 2018),1.25 L,0.00,Mid Cap,6.49
Nestle India Ltd.,Consumer food,0.71,79.6,0.31%,0.00%,0.12% (May 2018),0.12% (Jun 2018),7.30 k,0.00,Large Cap,16.5
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,2.61,79.4,0.31%,0.01%,0.31% (Apr 2019),0.31% (Apr 2019),1.73 L,0.00,Large Cap,16.5
Pidilite Industries Ltd.,Chemicals  speciality,0.3,76.7,0.30%,0.00%,0.24% (Oct 2018),0.24% (Oct 2018),62.09 k,0.00,Large Cap,16.5
Symphony Ltd.,Consumer elctronics,0.69,76.2,0.30%,0.00%,0.22% (Oct 2018),0.22% (Oct 2018),55.70 k,0.00,Mid Cap,6.49
Schaeffler India Ltd.,Bearings,0.29,74.4,0.29%,0.01%,0.24% (Jul 2018),0.24% (Aug 2018),13.79 k,0.00,Mid Cap,6.49
Marico Ltd.,Personal care,0.51,74,0.29%,0.01%,0.25% (May 2018),0.25% (May 2018),2.06 L,0.00,Large Cap,16.5
Berger Paints India Ltd.,Paints,0.29,74.3,0.29%,0.00%,0.21% (Jun 2018),0.21% (Jun 2018),2.33 L,0.00,Large Cap,16.5
Hindustan Zinc Ltd.,Zinc,0.29,73.5,0.29%,0.00%,0.28% (Jan 2019),0.28% (Jun 2018),2.65 L,0.00,Large Cap,16.5
Sheela Foam Ltd.,Houseware,0.29,73.8,0.29%,0.02%,0.27% (Mar 2019),0.27% (Mar 2019),54.74 k,0.00,Small Cap,1.64
Dabur India Ltd.,Personal care,0.51,56.3,0.22%,0.01%,0.21% (May 2018),0.21% (May 2018),1.42 L,0.00,Large Cap,16.5
Cera Sanitaryware Ltd.,Sanitary ware,0.21,52.3,0.21%,0.02%,0.14% (Jul 2018),0.14% (Aug 2018),18.69 k,0.00,Small Cap,1.64
Crompton Greaves Consumer Electricals Ltd.,Home appliances,0.19,47.5,0.19%,0.01%,0.15% (Oct 2018),0% (May 2018),2.00 L,0.00,Mid Cap,6.49
Lupin Ltd.,Pharmaceuticals,2.61,46.2,0.18%,0.03%,0.15% (Mar 2019),0.15% (Mar 2019),53.02 k,0.00,Large Cap,16.5
Eris Lifesciences Ltd.,Pharmaceuticals,2.61,45,0.18%,0.00%,0.13% (Jun 2018),0.13% (Jun 2018),71.20 k,0.00,Mid Cap,6.49
Ajanta Pharma Limited,Pharmaceuticals,2.61,40.5,0.16%,0.01%,0.16% (Apr 2019),0.16% (Apr 2019),40.90 k,0.00,Small Cap,1.64
Syngene International Ltd.,Pharmaceuticals,2.61,36.2,0.14%,0.00%,0.11% (Aug 2018),0.11% (Aug 2018),59.00 k,0.00,Mid Cap,6.49
LaOpala RG Ltd.,Glass – consumer,0.11,26.8,0.11%,0.00%,0.1% (Feb 2019),0% (May 2018),1.30 L,0.00,Small Cap,1.64
#Metropolis Healthcare Ltd.,Healthcare service providers,0.57,28.4,0.11%,0.11%,0.11% (Apr 2019),0% (May 2018),30.00 k,30.00 k,Other,0.11
Igarashi Motors India Ltd.,Auto ancillaries,0.94,18.2,0.07%,0.01%,0.07% (Apr 2019),0.07% (Apr 2019),58.47 k,0.00,Small Cap,1.64
Tata Steel Ltd.  Rights,Steel,0,0.2,0.00%,0.00%,0% (Apr 2019),0% (Jun 2018),2.75 k,0.00,Other,0.11
Bond  Power Grid Corporation of India Ltd.,Power transmission,,50.4,0.00%,0.20%,,,,,Other,0.11
Gruh Finance Ltd.,Housing finance,0.85,13.4,0.00%,0.05%,,,,,Mid Cap,6.49
Emami Ltd.,Personal care,0.51,10.6,0.00%,0.04%,,,,,Mid Cap,6.49
