Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Reliance Industries Ltd.,Refineries/marketing,9.13,294.5,9.13%,0.49%,8.23% (Oct 2018),8.23% (Oct 2018),2.11 L,0.43 L,Large Cap,58.62
Titan Company Ltd.,"Gems, jewellery and watches",8.38,270.3,8.38%,0.84%,5.72% (Aug 2018),5.72% (Aug 2018),2.33 L,4.28 k,Large Cap,58.62
ICICI Bank Ltd.,Banks,12.92,257.2,7.97%,0.82%,5.07% (May 2018),5.07% (May 2018),6.31 L,0.12 L,Large Cap,58.62
Tech Mahindra Ltd.,Software telecom,6.46,208.5,6.46%,0.88%,4.86% (Jul 2018),4.86% (Jul 2018),2.49 L,9.51 k,Large Cap,58.62
Escorts Ltd.,Tractors,4.64,149.8,4.64%,0.07%,3.81% (Sep 2018),3.81% (Sep 2018),2.03 L,3.72 k,Mid Cap,25.51
Larsen & Toubro Ltd.,"Engineering, designing, construction",9.84,139.7,4.33%,0.27%,3.79% (Jul 2018),3.79% (Jul 2018),1.04 L,1.90 k,Large Cap,58.62
Oil & Natural Gas Corporation Ltd.,Oil exploration,3.65,117.7,3.65%,0.51%,3.01% (Nov 2018),3.01% (Nov 2018),6.95 L,0.13 L,Large Cap,58.62
NCC Ltd.,"Engineering, designing, construction",9.84,111.3,3.45%,0.13%,2.52% (Sep 2018),2.52% (Sep 2018),11.22 L,0.21 L,Small Cap,16.56
Ambuja Cements Ltd.,Cement,5.46,110.4,3.42%,0.09%,3.07% (Oct 2018),0% (May 2018),5.01 L,9.19 k,Large Cap,58.62
Coromandel International Ltd.,Fertilisersphosphatic,3.37,108.7,3.37%,0.22%,2.89% (Aug 2018),2.89% (Aug 2018),2.50 L,4.60 k,Mid Cap,25.51
Tata Power Co. Ltd.,Power,3.34,107.8,3.34%,0.02%,3.22% (Sep 2018),3.22% (Sep 2018),15.89 L,0.29 L,Mid Cap,25.51
Adani Ports And Special Economic Zone Ltd.,Port,4.01,101.5,3.15%,0.39%,2.61% (Feb 2019),0% (May 2018),2.58 L,4.74 k,Large Cap,58.62
Bharat Forge Ltd.,Castings/forgings,4.61,99.5,3.09%,0.04%,3.05% (Mar 2019),3.05% (Mar 2019),2.11 L,3.87 k,Mid Cap,25.51
Bharat Earth Movers Ltd.,Industrial equipment,4.74,94.7,2.94%,0.16%,1.98% (Oct 2018),1.98% (Oct 2018),1.08 L,1.99 k,Small Cap,16.56
Tata Chemicals Ltd.,Chemicals  inorganic,2.62,84.4,2.62%,0.18%,2.44% (Mar 2019),2.44% (Mar 2019),1.46 L,2.68 k,Mid Cap,25.51
Container Corporation Of India Ltd.,Logistics solution provider,3.67,74.6,2.31%,0.06%,2.17% (Aug 2018),2.17% (Aug 2018),1.51 L,2.78 k,Large Cap,58.62
State Bank Of India,Banks,12.92,74,2.29%,0.12%,1.95% (Sep 2018),0% (May 2018),2.39 L,4.39 k,Large Cap,58.62
Praj Industries Ltd.,"Engineering, designing, construction",9.84,66.4,2.06%,0.58%,1.34% (Jul 2018),1.34% (Jul 2018),4.86 L,1.28 L,Small Cap,16.56
J K Lakshmi Cement Ltd.,Cement,5.46,65.9,2.04%,0.30%,1.47% (Oct 2018),1.47% (Oct 2018),1.77 L,3.25 k,Small Cap,16.56
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,2.74,62.7,1.94%,0.09%,1.85% (Mar 2019),1.85% (Mar 2019),97.09 k,1.79 k,Large Cap,58.62
Thermax Ltd.,Industrial equipment,4.74,58.2,1.80%,0.16%,1.64% (Mar 2019),1.64% (Mar 2019),59.67 k,1.09 k,Mid Cap,25.51
GAIL (India) Ltd.,Gas transmission/marketing,1.63,52.7,1.63%,0.17%,1.46% (Mar 2019),1.46% (Mar 2019),1.48 L,2.72 k,Large Cap,58.62
Rallis India Ltd.,Pesticides and agrochemicals,1.69,52.5,1.63%,0.02%,1.63% (Apr 2019),1.63% (Apr 2019),3.55 L,6.52 k,Small Cap,16.56
Mahindra CIE Automotive Ltd.,Castings/forgings,4.61,49,1.52%,0.25%,0.98% (Dec 2018),0% (May 2018),2.15 L,0.57 L,Mid Cap,25.51
Sun Pharma Advanced Research Company Ltd.,Pharmaceuticals,1.42,45.8,1.42%,0.05%,1.33% (Jan 2019),1.33% (Jan 2019),2.72 L,5.01 k,Small Cap,16.56
Federal Bank Ltd.,Banks,12.92,45.1,1.40%,1.90%,1.4% (Apr 2019),1.4% (Apr 2019),4.87 L,7.45 L,Mid Cap,25.51
Gateway Distriparks Ltd.,Logistics solution provider,3.67,44,1.36%,0.11%,1.05% (Jan 2019),1.05% (Jan 2019),3.29 L,6.06 k,Small Cap,16.56
Cummins India Ltd.,Diesel engines,1.31,42.3,1.31%,0.08%,1.23% (Mar 2019),0% (May 2018),58.21 k,1.07 k,Mid Cap,25.51
Bank Of Baroda,Banks,12.92,40.8,1.26%,0.01%,1.07% (Sep 2018),1.07% (Sep 2018),3.49 L,6.42 k,Large Cap,58.62
Bajaj Auto Ltd.,Motor cycles/scooters,1.22,39.5,1.22%,0.13%,1% (Aug 2018),0% (May 2018),13.24 k,0.24 k,Large Cap,58.62
PNB Housing Finance Ltd.,Housing finance,1.1,35.4,1.10%,0.12%,1.1% (Apr 2019),1.1% (Apr 2019),49.94 k,0.92 k,Mid Cap,25.51
Ashok Leyland Ltd.,Commercial vehicles,0.93,30.1,0.93%,0.04%,0.87% (Jan 2019),0% (May 2018),3.46 L,6.37 k,Mid Cap,25.51
Gujarat Pipavav Port Ltd.,Port,4.01,27.6,0.86%,0.02%,0.79% (Feb 2019),0.79% (Feb 2019),3.13 L,5.73 k,Small Cap,16.56
Maruti Suzuki India Ltd.,Passenger/utility vehicles,2.74,25.9,0.80%,0.07%,0.73% (Mar 2019),0% (May 2018),3.88 k,70.00,Large Cap,58.62
VGuard Industries Ltd.,Industrial electronics,0.74,23.8,0.74%,0.05%,0.59% (Sep 2018),0.59% (Sep 2018),1.09 L,2.00 k,Small Cap,16.56
Coal India Ltd.,Industrial minerals,0.68,22,0.68%,0.10%,0.58% (Mar 2019),0% (May 2018),87.14 k,1.59 k,Large Cap,58.62
Aditya Birla Capital Ltd.,Nbfc,0.39,12.5,0.39%,0.04%,0.32% (Jan 2019),0% (May 2018),1.27 L,2.32 k,Mid Cap,25.51
Monsanto India Ltd.,Pesticides and agrochemicals,1.69,2.1,0.06%,0.00%,0.06% (Mar 2019),0.06% (Dec 2018),822.00,13.00,Small Cap,16.56
