Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ICICI Bank Ltd.,Banks,6.14,844.2,3.03%,0.07%,1.58% (May 2018),1.58% (May 2018),20.72 L,0.00,Large Cap,23.34
Infosys Ltd.,Computers  software,3.89,819,2.94%,0.05%,1.33% (May 2018),1.33% (May 2018),10.90 L,0.00,Large Cap,23.34
ITC Limited,Cigarettes,2.31,641.6,2.31%,0.05%,1.52% (Jun 2018),1.52% (Jun 2018),21.29 L,0.00,Large Cap,23.34
Housing Development Finance Corporation Ltd.,Housing finance,1.91,390,1.40%,0.03%,0.4% (Jan 2019),0% (May 2018),1.96 L,0.00,Large Cap,23.34
Larsen & Toubro Ltd.,"Engineering, designing, construction",1.31,364.2,1.31%,0.02%,1.07% (Jun 2018),1.07% (Jun 2018),2.70 L,0.00,Large Cap,23.34
State Bank Of India,Banks,6.14,321.3,1.15%,0.04%,0.49% (May 2018),0.49% (May 2018),10.37 L,0.00,Large Cap,23.34
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,3.15,297.6,1.07%,0.04%,1.03% (Jan 2019),1.03% (Jan 2019),6.50 L,0.00,Large Cap,23.34
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,1.01,282.4,1.01%,0.04%,1.01% (Apr 2019),1.01% (Apr 2019),4.38 L,0.00,Large Cap,23.34
Grasim Industries Limited,Cement,1.2,264.7,0.95%,0.05%,0.9% (Mar 2019),0.9% (Mar 2019),2.94 L,0.00,Large Cap,23.34
Bharti Airtel Ltd.,Telecom  services,1.03,263.9,0.95%,0.03%,0.85% (Sep 2018),0.85% (Sep 2018),8.24 L,0.00,Large Cap,23.34
HDFC Bank Ltd.,Banks,6.14,232.9,0.84%,0.01%,0.83% (Mar 2019),0.83% (Mar 2019),1.00 L,0.00,Large Cap,23.34
Lupin Ltd.,Pharmaceuticals,3.15,233.7,0.84%,0.25%,0.38% (Feb 2019),0% (May 2018),2.68 L,45.00 k,Large Cap,23.34
National Thermal Power Corporation Ltd.,Power,2.94,229.6,0.83%,0.01%,0.74% (Jan 2019),0.74% (Jan 2019),17.13 L,0.00,Large Cap,23.34
Vedanta Ltd.,Copper & copper products,0.77,213.7,0.77%,0.07%,0.75% (Jul 2018),0.75% (Jul 2018),12.81 L,0.00,Large Cap,23.34
Indian Oil Corporation Ltd.,Refineries/marketing,0.6,165.6,0.60%,0.01%,0.54% (Aug 2018),0.54% (Aug 2018),10.48 L,0.00,Large Cap,23.34
#Tata Steel Ltd.,Steel,0.6,167.2,0.60%,0.60%,0.6% (Apr 2019),0% (May 2018),3.00 L,3.00 L,Large Cap,23.34
Vardhman Textiles Ltd.,Spinningcotton/blended,0.59,164.9,0.59%,0.02%,0.46% (Aug 2018),0.46% (Aug 2018),1.46 L,0.00,Small Cap,5.86
Info Edge (India) Ltd.,It enabled services – software,0.58,161.6,0.58%,0.03%,0.19% (May 2018),0.19% (May 2018),83.58 k,0.00,Mid Cap,9.88
Federal Bank Ltd.,Banks,6.14,157.5,0.57%,0.01%,0.46% (Sep 2018),0.46% (Sep 2018),16.99 L,0.00,Mid Cap,9.88
Castrol (india) Ltd.,Lubricants,0.57,159.6,0.57%,0.05%,0.37% (Jun 2018),0.37% (Jun 2018),10.46 L,0.00,Mid Cap,9.88
Multi Commodity Exchange Of India Ltd.,Other financial services,1.06,156.4,0.56%,0.04%,0.44% (Feb 2019),0.44% (Feb 2019),1.82 L,0.00,Small Cap,5.86
Phoenix Mills Ltd.,Residential/commercial/sez project,1.41,153.4,0.55%,0.05%,0.53% (Sep 2018),0.53% (Sep 2018),2.56 L,0.00,Mid Cap,9.88
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,3.15,151.6,0.54%,0.03%,0.51% (Feb 2019),0.51% (Feb 2019),51.67 k,0.00,Large Cap,23.34
GHCL Ltd.,Chemicals  inorganic,0.54,150,0.54%,0.02%,0.38% (Jul 2018),0.38% (Jul 2018),5.92 L,0.00,Small Cap,5.86
Hero Motocorp Ltd.,Motor cycles/scooters,0.53,148.6,0.53%,0.01%,0.47% (Jan 2019),0% (May 2018),59.14 k,0.00,Large Cap,23.34
Cesc Ltd.,Power,2.94,143.3,0.52%,0.01%,0.5% (Nov 2018),0.5% (Nov 2018),2.04 L,0.00,Mid Cap,9.88
LIC Housing Finance Ltd.,Housing finance,1.91,140.9,0.51%,0.03%,0.33% (Sep 2018),0.33% (Sep 2018),2.84 L,0.00,Mid Cap,9.88
#Cholamandalam Financial Holdings Ltd.,Other financial services,1.06,140,0.50%,0.00%,0.37% (Aug 2018),0.37% (Aug 2018),2.71 L,0.00,Mid Cap,9.88
Mphasis Ltd.,Computers  software,3.89,136.4,0.49%,0.01%,0.49% (Apr 2019),0.49% (Apr 2019),1.41 L,0.00,Mid Cap,9.88
Atul Ltd.,Chemicals  speciality,0.47,131.8,0.47%,0.02%,0.39% (Jun 2018),0.39% (Jun 2018),38.45 k,0.00,Mid Cap,9.88
Tata Motors Ltd.  A Class,Commercial vehicles,0.47,130.4,0.47%,0.08%,0.39% (Mar 2019),0.39% (Mar 2019),12.75 L,0.00,Mid Cap,9.88
NIIT Techonologies Ltd.,Computers  software,3.89,128,0.46%,0.01%,0.46% (Apr 2019),0.46% (Apr 2019),98.96 k,0.00,Small Cap,5.86
Apollo Tyres Limited,Tyres & allied,0.45,124.6,0.45%,0.03%,0.41% (Aug 2018),0.41% (Aug 2018),6.05 L,0.00,Mid Cap,9.88
Tata Power Co. Ltd.,Power,2.94,124.7,0.45%,0.03%,0.45% (Feb 2019),0.45% (Apr 2019),18.38 L,0.00,Mid Cap,9.88
Motilal Oswal Financial Services Ltd.,Stockbroking and allied,0.45,124.8,0.45%,0.18%,0.14% (Jan 2019),0% (May 2018),1.75 L,50.00 k,Mid Cap,9.88
Mahindra Lifespace Developers Ltd.,Residential/commercial/sez project,1.41,126.4,0.45%,0.02%,0.43% (Mar 2019),0.43% (Mar 2019),3.33 L,0.00,Small Cap,5.86
Torrent Power Ltd.,Power,2.94,119.3,0.43%,0.00%,0.39% (Sep 2018),0.39% (Sep 2018),4.71 L,0.00,Mid Cap,9.88
Sundaram Finance Limited,Nbfc,1.99,116.5,0.42%,0.03%,0.39% (Jul 2018),0.39% (Jul 2018),80.69 k,0.00,Mid Cap,9.88
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,0.42,118.1,0.42%,0.02%,0.2% (Dec 2018),0% (May 2018),4.90 L,0.00,Large Cap,23.34
Max Financial Services Ltd.,Nbfc,1.99,118.1,0.42%,0.02%,0.24% (Oct 2018),0% (May 2018),2.83 L,0.00,Mid Cap,9.88
Max India Ltd.,Healthcare service providers,0.41,114.2,0.41%,0.01%,0.37% (Nov 2018),0.37% (Nov 2018),16.25 L,0.00,Small Cap,5.86
Cadila Healthcare Ltd.,Pharmaceuticals,3.15,113.9,0.41%,0.02%,0.41% (Apr 2019),0% (May 2018),3.50 L,0.00,Large Cap,23.34
NIIT Ltd,It education,0.41,115.3,0.41%,0.06%,0.28% (Sep 2018),0.28% (Sep 2018),10.93 L,0.00,Small Cap,5.86
Oberoi Realty Ltd.,Residential/commercial/sez project,1.41,112.8,0.41%,0.01%,0.13% (Sep 2018),0% (May 2018),2.22 L,0.00,Mid Cap,9.88
Mahindra & Mahindra Financial Services Ltd.,Nbfc,1.99,110.3,0.40%,0.01%,0.36% (Jun 2018),0.36% (Aug 2018),2.75 L,0.00,Mid Cap,9.88
Rane Holdings Ltd.,Investment companies,0.38,105.1,0.38%,0.01%,0.33% (Jan 2019),0.33% (Jan 2019),86.77 k,0.00,Small Cap,5.86
NLC India Ltd.,Power,2.94,102.7,0.37%,0.02%,0.1% (May 2018),0.1% (May 2018),15.65 L,0.00,Mid Cap,9.88
Yes Bank,Banks,6.14,101.1,0.36%,0.23%,0.36% (Apr 2019),0% (May 2018),6.02 L,0.00,Large Cap,23.34
SP Apparels Ltd.,Fabrics and garments,0.35,96.5,0.35%,0.02%,0.28% (Dec 2018),0.28% (Dec 2018),3.21 L,0.00,Small Cap,5.86
Nava Bharat Ventures Ltd.,Power,2.94,93.7,0.34%,0.00%,0.34% (Mar 2019),0.34% (Apr 2019),9.20 L,0.00,Small Cap,5.86
DCM Shriram Ltd.,Diversified,0.32,89,0.32%,0.10%,0.22% (Mar 2019),0% (May 2018),2.05 L,54.72 k,Small Cap,5.86
#Piramal Enterprises Ltd.,Pharmaceuticals,3.15,81.6,0.29%,0.00%,0% (Jun 2018),0% (May 2018),34.56 k,34.56 k,Large Cap,23.34
Chalet Hotels Ltd.,Hotels/resorts,0.29,80.4,0.29%,0.01%,0.15% (Feb 2019),0% (May 2018),2.50 L,0.00,Other,0.37
