Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Axis Bank Ltd.,Banks,21.33,1534.4,7.76%,0.04%,4.38% (Jun 2018),4.38% (Jun 2018),20.01 L,0.00,Large Cap,57.42
HDFC Bank Ltd.,Banks,21.33,1145.8,5.79%,0.04%,4.97% (Oct 2018),4.97% (Oct 2018),4.94 L,0.00,Large Cap,57.42
Kotak Mahindra Bank Ltd.,Banks,21.33,637.5,3.22%,0.14%,2.91% (Feb 2019),2.91% (Feb 2019),4.60 L,0.00,Large Cap,57.42
Hindalco Industries Ltd.,Aluminium,3.17,627.3,3.17%,0.03%,2.75% (May 2018),2.75% (May 2018),30.44 L,0.00,Large Cap,57.42
ICICI Bank Ltd.,Banks,21.33,613.8,3.10%,0.07%,1.96% (Oct 2018),0% (May 2018),15.06 L,0.00,Large Cap,57.42
Infosys Ltd.,Computers  software,2.9,573.9,2.90%,0.05%,2.25% (May 2018),2.25% (May 2018),7.64 L,0.00,Large Cap,57.42
Grasim Industries Limited,Cement,2.74,541,2.74%,0.16%,2.23% (Jan 2019),2.23% (Jan 2019),6.00 L,0.00,Large Cap,57.42
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,3.85,530,2.68%,0.10%,2.68% (Apr 2019),2.68% (Apr 2019),8.21 L,0.00,Large Cap,57.42
Power Grid Corporation of India Ltd.,Power transmission,2.36,467.6,2.36%,0.13%,2.33% (Nov 2018),2.33% (Nov 2018),25.09 L,0.00,Large Cap,57.42
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,2.91,453.8,2.29%,0.13%,1.43% (May 2018),1.43% (May 2018),1.55 L,0.00,Large Cap,57.42
Indian Oil Corporation Ltd.,Refineries/marketing,4.29,405.9,2.05%,0.05%,1.83% (Nov 2018),1.83% (Nov 2018),25.68 L,0.00,Large Cap,57.42
Tech Mahindra Ltd.,Software telecom,1.82,359.3,1.82%,0.12%,1% (Jun 2018),1% (Jun 2018),4.30 L,8.03 k,Large Cap,57.42
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,1.76,348.9,1.76%,0.06%,1.52% (May 2018),1.52% (May 2018),14.47 L,0.00,Large Cap,57.42
National Thermal Power Corporation Ltd.,Power,1.7,336.7,1.70%,0.00%,1.51% (Jan 2019),1.51% (Jan 2019),25.12 L,0.00,Large Cap,57.42
Colgate  Palmolive (India) Limited,Personal care,1.69,334.5,1.69%,0.06%,1.53% (Sep 2018),1.53% (Sep 2018),2.77 L,0.00,Large Cap,57.42
Bharti Airtel Ltd.,Telecom  services,1.74,315.5,1.60%,0.04%,1.52% (Oct 2018),1.52% (Oct 2018),9.85 L,0.00,Large Cap,57.42
Nestle India Ltd.,Consumer food,1.59,313.7,1.59%,0.01%,1.42% (Sep 2018),1.42% (Sep 2018),28.76 k,0.00,Large Cap,57.42
Gujarat State Petronet Ltd.,Gas transmission/marketing,1.53,303.1,1.53%,0.08%,1.25% (Feb 2019),1.25% (Feb 2019),15.16 L,0.00,Mid Cap,8.59
Tata Steel Ltd.,Steel,1.51,298.1,1.51%,0.11%,0.89% (May 2018),0.89% (May 2018),5.35 L,0.00,Large Cap,57.42
Hindustan Petroleum Corporation Ltd.,Refineries/marketing,4.29,290.8,1.47%,0.05%,1.16% (Feb 2019),1.16% (Feb 2019),9.98 L,0.00,Large Cap,57.42
United Breweries Ltd.,Brew/distilleries,1.28,252.9,1.28%,0.03%,0.95% (Jul 2018),0.95% (Jul 2018),1.78 L,0.00,Large Cap,57.42
Indian Hotels Company Limited,Hotels/resorts,1.24,244.4,1.24%,0.01%,0.71% (May 2018),0.71% (May 2018),15.83 L,0.00,Mid Cap,8.59
Tata Motors Ltd.,Passenger/utility vehicles,3.85,231.8,1.17%,0.23%,0.94% (Mar 2019),0.94% (Mar 2019),10.81 L,0.00,Large Cap,57.42
Himatsingka Seide Ltd.,Fabrics and garments,1,197.2,1.00%,0.01%,0.73% (Aug 2018),0.73% (Aug 2018),9.22 L,0.00,Small Cap,1.72
State Bank Of India,Banks,21.33,190.8,0.96%,0.03%,0.87% (Feb 2019),0.87% (Feb 2019),6.16 L,0.00,Large Cap,57.42
Balkrishna Industries Ltd.,Tyres & allied,1.38,187.4,0.95%,0.07%,0.75% (Jan 2019),0.75% (Jan 2019),2.05 L,0.00,Mid Cap,8.59
Titan Company Ltd.,"Gems, jewellery and watches",0.86,171,0.86%,0.02%,0.61% (Sep 2018),0.61% (Sep 2018),1.48 L,0.00,Large Cap,57.42
Voltas Limited,"Engineering, designing, construction",0.84,165.5,0.84%,0.03%,0.84% (Jun 2018),0.84% (Jun 2018),2.75 L,0.00,Mid Cap,8.59
Bharat Petroleum Corporation Ltd.,Refineries/marketing,4.29,151.4,0.77%,0.02%,0.58% (Oct 2018),0.58% (Oct 2018),3.99 L,0.00,Large Cap,57.42
Amara Raja Batteries Limited,Batteries – automobile,0.73,145.3,0.73%,0.06%,0.73% (Apr 2019),0.73% (Apr 2019),2.19 L,0.00,Mid Cap,8.59
Jagran Prakashan Ltd.,Printing and publishing,0.72,143.3,0.72%,0.08%,0.64% (Feb 2019),0.64% (Feb 2019),12.65 L,0.00,Small Cap,1.72
Aditya Birla Fashion and Retail Ltd.,Retailing,0.71,140,0.71%,0.01%,0.7% (Jan 2019),0.7% (Jan 2019),6.49 L,0.00,Mid Cap,8.59
PNB Housing Finance Ltd.,Housing finance,0.71,139.5,0.71%,0.14%,0.61% (Sep 2018),0% (May 2018),1.97 L,0.00,Mid Cap,8.59
Cadila Healthcare Ltd.,Pharmaceuticals,2.91,121.7,0.62%,0.03%,0.62% (Jan 2019),0.62% (Jan 2019),3.74 L,0.00,Large Cap,57.42
Bajaj Auto Ltd.,Motor cycles/scooters,0.56,109.8,0.56%,0.02%,0.52% (Sep 2018),0% (May 2018),36.78 k,0.00,Large Cap,57.42
#Cholamandalam Financial Holdings Ltd.,Other financial services,0.51,100.9,0.51%,0.00%,0.17% (Nov 2018),0% (May 2018),1.95 L,0.00,Mid Cap,8.59
Indian Bank,Banks,21.33,98.3,0.50%,0.05%,0.28% (Sep 2018),0% (May 2018),3.90 L,0.00,Mid Cap,8.59
Mahindra CIE Automotive Ltd.,Castings/forgings,0.44,86,0.44%,0.00%,0.03% (Sep 2018),0% (May 2018),3.78 L,0.00,Mid Cap,8.59
Apollo Tyres Limited,Tyres & allied,1.38,85.5,0.43%,0.03%,0.38% (Dec 2018),0% (May 2018),4.15 L,0.00,Mid Cap,8.59
#Bharti Airtel Ltd.  Rights,Telecom  services,1.74,28,0.14%,0.14%,0.14% (Apr 2019),0% (May 2018),2.79 L,2.79 L,Other,0.14
Numero Uno International Ltd.,Media & entertainment,0,0,0.00%,0.00%,0% (Oct 2018),0% (May 2018),27.50 k,27.50 k,Other,0.14
Globsyn Technologies,It education,0,0,0.00%,0.00%,0% (Jun 2018),0% (May 2018),2.70 L,2.70 L,Other,0.14
Asian Paints (india) Ltd.,Paints,,149.3,0.00%,0.75%,,,,,Large Cap,57.42
