Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Larsen & Toubro Ltd.,"Engineering, designing, construction",18.65,984.4,7.41%,0.28%,6.84% (May 2018),6.84% (May 2018),7.30 L,0.45 L,Large Cap,55.14
Shree Cement Ltd.,Cement,12.41,910.3,6.85%,0.70%,5.98% (Jan 2019),5.98% (Jan 2019),46.00 k,0.00,Large Cap,55.14
Axis Bank Ltd.,Banks,20.17,835.9,6.29%,0.41%,4.73% (May 2018),4.73% (May 2018),10.90 L,1.13 L,Large Cap,55.14
State Bank Of India,Banks,20.17,784.2,5.90%,0.08%,4.5% (May 2018),4.5% (May 2018),25.30 L,0.00,Large Cap,55.14
ICICI Bank Ltd.,Banks,20.17,755.9,5.69%,0.80%,4.85% (May 2018),4.85% (May 2018),18.55 L,4.05 L,Large Cap,55.14
Ultratech Cement Ltd.,Cement,12.41,461.7,3.47%,0.60%,2.77% (Oct 2018),2.77% (Oct 2018),1.00 L,0.00,Large Cap,55.14
Blue Star Ltd.,Air conditioner,3.15,418.4,3.15%,0.04%,3.01% (Sep 2018),3.01% (Sep 2018),6.18 L,0.22 L,Small Cap,24.92
Voltas Limited,"Engineering, designing, construction",18.65,412.9,3.11%,0.18%,2.65% (Nov 2018),2.65% (Nov 2018),6.85 L,0.45 L,Mid Cap,16.32
GAIL (India) Ltd.,Gas transmission/marketing,6.27,404,3.04%,0.21%,2.83% (Mar 2019),2.83% (Mar 2019),11.35 L,0.00,Large Cap,55.14
Adani Ports And Special Economic Zone Ltd.,Port,2.96,392.8,2.96%,0.25%,2.52% (Oct 2018),2.52% (Oct 2018),10.00 L,0.00,Large Cap,55.14
KEC International Ltd.,"Engineering, designing, construction",18.65,388.8,2.93%,0.01%,2.72% (Jan 2019),2.72% (Jan 2019),13.60 L,0.00,Small Cap,24.92
Kalpataru Power Transmission Ltd.,Transmission towers,2.87,382,2.87%,0.20%,2.39% (Aug 2018),2.39% (Aug 2018),8.20 L,0.90 L,Small Cap,24.92
National Thermal Power Corporation Ltd.,Power,3.87,375.3,2.82%,0.12%,1.01% (Dec 2018),0% (May 2018),28.00 L,0.00,Large Cap,55.14
Bharti Airtel Ltd.,Telecom  services,2.86,349.1,2.63%,0.03%,1.85% (Oct 2018),1.85% (Oct 2018),10.90 L,0.00,Large Cap,55.14
Container Corporation Of India Ltd.,Logistics solution provider,3.83,337.8,2.54%,0.04%,2.4% (Aug 2018),2.4% (Aug 2018),6.85 L,0.00,Large Cap,55.14
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,3.92,312.8,2.35%,0.16%,2.01% (Dec 2018),2.01% (Dec 2018),10.00 L,0.00,Mid Cap,16.32
Yes Bank,Banks,20.17,304.1,2.29%,1.28%,2.29% (Apr 2019),2.29% (Apr 2019),18.10 L,0.00,Large Cap,55.14
NCC Ltd.,"Engineering, designing, construction",18.65,277.8,2.09%,0.17%,1.58% (Sep 2018),1.58% (Sep 2018),28.00 L,0.00,Small Cap,24.92
Gujarat Gas Ltd.,Gas transmission/marketing,6.27,273.7,2.06%,0.28%,1.36% (Sep 2018),1.36% (Sep 2018),17.20 L,45.00 k,Other,2.29
Bajaj Electricals Ltd.,Home appliances,3.93,263.1,1.98%,0.14%,1.66% (Jan 2019),1.66% (Jan 2019),4.60 L,0.00,Small Cap,24.92
Crompton Greaves Consumer Electricals Ltd.,Home appliances,3.93,259,1.95%,0.10%,1.83% (May 2018),1.83% (May 2018),10.90 L,0.45 L,Mid Cap,16.32
I T D Cementation India Ltd.,Construction civil,4.67,234.7,1.77%,0.02%,1.5% (Nov 2018),1.5% (Nov 2018),19.00 L,0.00,Small Cap,24.92
Siemens Ltd.,Power equipment,1.68,222.8,1.68%,0.14%,1.05% (Nov 2018),1.05% (Nov 2018),1.90 L,0.00,Large Cap,55.14
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,3.92,208.6,1.57%,0.15%,1.45% (May 2018),1.45% (May 2018),8.65 L,0.90 L,Large Cap,55.14
Engineers India Ltd.,"Engineering, designing, construction",18.65,191.9,1.44%,0.08%,1.44% (Apr 2019),1.44% (Apr 2019),17.20 L,0.90 L,Small Cap,24.92
SKF India Ltd.,Bearings,1.35,179.7,1.35%,0.02%,1.14% (Jul 2018),1.14% (Jul 2018),91.00 k,0.00,Mid Cap,16.32
J K Lakshmi Cement Ltd.,Cement,12.41,171,1.29%,0.15%,0.96% (Nov 2018),0.96% (Nov 2018),4.60 L,0.00,Small Cap,24.92
Mahindra Logistics Ltd.,Logistics solution provider,3.83,171.1,1.29%,0.10%,1.1% (Feb 2019),1.1% (Feb 2019),3.16 L,0.00,Small Cap,24.92
Cummins India Ltd.,Diesel engines,2.03,170.8,1.29%,0.03%,1.2% (Jul 2018),1.2% (Jul 2018),2.35 L,0.00,Mid Cap,16.32
Thermax Ltd.,Industrial equipment,1.2,158.9,1.20%,0.00%,1.2% (Mar 2019),1.2% (Apr 2019),1.63 L,9.00 k,Mid Cap,16.32
Gujarat State Petronet Ltd.,Gas transmission/marketing,6.27,154.9,1.17%,0.11%,1.06% (Mar 2019),1.06% (Mar 2019),7.75 L,0.00,Mid Cap,16.32
PNC Infratech Ltd.,Construction civil,4.67,151.1,1.14%,0.04%,0.94% (Jun 2018),0.94% (Jun 2018),10.00 L,0.00,Small Cap,24.92
KNR Constructions,Construction civil,4.67,142.8,1.07%,0.04%,0.76% (Sep 2018),0.76% (Sep 2018),5.95 L,0.00,Small Cap,24.92
Torrent Power Ltd.,Power,3.87,139.3,1.05%,0.03%,0.89% (Jun 2018),0.89% (Jun 2018),5.50 L,0.00,Mid Cap,16.32
Bharat Electronics Ltd.,Industrial electronics,1.02,135.1,1.02%,0.08%,1.02% (Apr 2019),1.02% (Sep 2018),15.50 L,0.90 L,Mid Cap,16.32
Bharat Forge Ltd.,Castings/forgings,1.83,128,0.96%,0.04%,0.96% (Apr 2019),0.96% (Apr 2019),2.71 L,0.00,Mid Cap,16.32
Ashoka Buildcon Ltd.,"Engineering, designing, construction",18.65,124.2,0.93%,0.02%,0.76% (Sep 2018),0.76% (Sep 2018),10.00 L,0.00,Small Cap,24.92
AIA Engineering Ltd.,Castings/forgings,1.83,116.1,0.87%,0.05%,0.67% (May 2018),0.67% (May 2018),64.00 k,0.00,Mid Cap,16.32
Orient Cement Ltd.,Cement,12.41,106.7,0.80%,0.23%,0.55% (Feb 2019),0.55% (Feb 2019),10.00 L,0.00,Small Cap,24.92
Kirloskar Oil Engines Ltd.,Diesel engines,2.03,98.6,0.74%,0.02%,0.74% (Apr 2019),0.74% (Apr 2019),6.04 L,0.00,Small Cap,24.92
HG Infra Engineering Ltd.,"Engineering, designing, construction",18.65,98.4,0.74%,0.03%,0.58% (Feb 2019),0.58% (Feb 2019),3.79 L,0.00,Small Cap,24.92
J. Kumar Infraprojects Ltd,Construction civil,4.67,92.3,0.69%,0.19%,0.64% (Jan 2019),0.64% (Jan 2019),7.66 L,0.00,Small Cap,24.92
#Bharti Airtel Ltd.  Rights,Telecom  services,2.86,31,0.23%,0.23%,0.23% (Apr 2019),0% (May 2018),3.09 L,3.09 L,Other,2.29
