Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

#Ashoka Buildcon Ltd.,"Engineering, designing, construction",7.13,111.8,3.84%,0.00%,3.34% (Nov 2017),2.68% (Feb 2017),4.50 L,0.24 L,Small Cap,60.06
#VGuard Industries Ltd.,Industrial electronics,3.41,99.2,3.41%,0.00%,4.5% (Feb 2017),3.22% (Jun 2017),4.47 L,1.23 L,Small Cap,60.06
#Blue Star Ltd.,Air conditioner,3.25,94.4,3.25%,0.00%,4.41% (Mar 2017),3.39% (Jun 2017),1.25 L,0.55 L,Small Cap,60.06
#Rane Holdings Ltd.,Investment companies,3.22,93.6,3.22%,0.00%,4.76% (Feb 2018),2.37% (May 2017),38.38 k,0.28 L,Small Cap,60.06
#India Cements Ltd.,Cement,7.36,91.6,3.15%,0.00%,4.32% (Apr 2017),2.94% (Feb 2018),6.46 L,0.00,Small Cap,60.06
#J.K. Cement Ltd.,Cement,7.36,86.9,2.99%,0.00%,4.02% (May 2017),3.23% (Nov 2017),85.63 k,0.30 L,Small Cap,60.06
#M M Forgings Ltd.,Castings/forgings,2.94,85.5,2.94%,0.00%,3.75% (Oct 2017),2.36% (Feb 2017),82.19 k,0.14 L,Small Cap,60.06
#Himatsingka Seide Ltd.,Fabrics and garments,3.08,84.7,2.91%,0.00%,5.02% (Feb 2017),2.43% (Feb 2018),2.42 L,0.00,Small Cap,60.06
#Navin Flourine International Ltd.,Chemicals  inorganic,2.79,81.2,2.79%,0.00%,4.04% (Mar 2017),2.95% (Nov 2017),1.05 L,0.47 L,Small Cap,60.06
#Kalpataru Power Transmission Ltd.,Transmission towers,2.78,80.8,2.78%,0.00%,0% (May 2019),0% (May 2019),1.67 L,0.00,Small Cap,60.06
#PVR Ltd.,"Flim production, distribution & exhibition",2.68,77.9,2.68%,0.00%,4.37% (Mar 2017),2.36% (Nov 2017),64.10 k,0.00,Small Cap,60.06
#Timken India Ltd.,Bearings,2.67,77.6,2.67%,0.00%,3.7% (Jan 2018),3.16% (Jun 2017),1.10 L,0.40 L,Small Cap,60.06
