Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Maruti Suzuki India Ltd.,Passenger/utility vehicles,30.93,2257.5,15.87%,0.10%,14.67% (Oct 2018),14.67% (Oct 2018),3.39 L,0.00,Large Cap,63.28
Tata Motors Ltd.,Passenger/utility vehicles,30.93,1095.1,7.70%,1.49%,5.86% (Dec 2018),5.86% (Dec 2018),51.10 L,0.00,Large Cap,63.28
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,30.93,1046.3,7.36%,0.27%,7.36% (Apr 2019),7.36% (Apr 2019),16.21 L,0.00,Large Cap,63.28
Eicher Motors Ltd.,Commercial vehicles,9.13,896.1,6.30%,0.01%,4.71% (Jun 2018),4.71% (Jun 2018),43.99 k,0.00,Large Cap,63.28
Adani Ports And Special Economic Zone Ltd.,Port,6.67,781.6,5.49%,0.24%,4.45% (Sep 2018),4.45% (Sep 2018),19.90 L,0.00,Large Cap,63.28
Hero Motocorp Ltd.,Motor cycles/scooters,9.49,743.1,5.22%,0.73%,4.49% (Mar 2019),4.49% (Mar 2019),2.96 L,43.59 k,Large Cap,63.28
Container Corporation Of India Ltd.,Logistics solution provider,7.16,714,5.02%,0.29%,4.51% (Aug 2018),4.51% (Aug 2018),14.48 L,0.00,Large Cap,63.28
Bajaj Auto Ltd.,Motor cycles/scooters,9.49,607.2,4.27%,0.57%,1.2% (May 2018),1.2% (May 2018),2.03 L,0.35 L,Large Cap,63.28
InterGlobe Aviation Ltd.,Airlines,3.25,462.5,3.25%,0.21%,0.6% (Jul 2018),0.6% (Jul 2018),3.05 L,0.00,Large Cap,63.28
Apollo Tyres Limited,Tyres & allied,6.47,360.8,2.54%,0.18%,2.53% (Sep 2018),2.53% (Sep 2018),17.51 L,0.00,Mid Cap,22.55
MRF Ltd.,Tyres & allied,6.47,349.2,2.45%,0.22%,2.45% (Apr 2019),2.45% (Apr 2019),6.60 k,0.00,Mid Cap,22.55
Amara Raja Batteries Limited,Batteries – automobile,4.53,340.3,2.39%,0.20%,0.8% (Jun 2018),0.8% (Jun 2018),5.14 L,2.54 k,Mid Cap,22.55
Ashok Leyland Ltd.,Commercial vehicles,9.13,306.5,2.15%,0.10%,2.09% (Jan 2019),2.09% (Jan 2019),35.25 L,0.00,Mid Cap,22.55
Exide Industries Ltd.,Batteries – automobile,4.53,304.7,2.14%,0.03%,2.14% (Apr 2019),2.14% (Apr 2019),14.23 L,0.00,Mid Cap,22.55
Sundram Fasteners Ltd.,Fastener,1.87,266.2,1.87%,0.04%,1.65% (Nov 2018),1.65% (Nov 2018),4.82 L,0.00,Mid Cap,22.55
Bharat Forge Ltd.,Castings/forgings,2.57,229.4,1.61%,0.13%,1.61% (Apr 2019),1.61% (Apr 2019),4.86 L,0.00,Mid Cap,22.55
Motherson Sumi Systems Ltd.,Auto ancillaries,9.4,222.9,1.57%,0.02%,1.56% (Jan 2019),1.56% (Jan 2019),15.21 L,0.00,Large Cap,63.28
Balkrishna Industries Ltd.,Tyres & allied,6.47,210.1,1.48%,0.12%,1.36% (Jan 2019),1.36% (Jan 2019),2.30 L,0.00,Mid Cap,22.55
Escorts Ltd.,Tractors,1.48,211,1.48%,0.11%,1.19% (Sep 2018),1.19% (Sep 2018),2.85 L,0.00,Mid Cap,22.55
VRL Logistic Ltd.,Logistics solution provider,7.16,209.4,1.47%,0.06%,1.35% (Feb 2019),1.35% (Feb 2019),7.72 L,0.00,Small Cap,10.58
WABCO India Ltd.,Auto ancillaries,9.4,209.7,1.47%,0.09%,1.47% (Apr 2019),1.47% (Apr 2019),33.50 k,0.00,Mid Cap,22.55
Subros Ltd.,Auto ancillaries,9.4,207.5,1.46%,0.08%,1.12% (Jan 2019),1.12% (Jan 2019),7.40 L,0.00,Small Cap,10.58
Schaeffler India Ltd.,Bearings,2.2,188.7,1.33%,0.01%,1.09% (Jul 2018),1.09% (Jul 2018),35.00 k,0.00,Mid Cap,22.55
Minda Corporation Ltd.,Auto ancillaries,9.4,178.3,1.25%,0.08%,1.21% (Oct 2018),1.21% (Oct 2018),14.04 L,0.00,Small Cap,10.58
Bosch Ltd.,Auto ancillaries,9.4,174.9,1.23%,0.00%,1.08% (Jun 2018),1.08% (Jun 2018),9.71 k,0.00,Large Cap,63.28
Gujarat Pipavav Port Ltd.,Port,6.67,168.2,1.18%,0.15%,0.32% (May 2018),0.32% (May 2018),19.09 L,0.00,Small Cap,10.58
Mahindra CIE Automotive Ltd.,Castings/forgings,2.57,136.6,0.96%,0.02%,0.96% (Apr 2019),0.96% (Apr 2019),6.00 L,0.00,Mid Cap,22.55
Jamna Auto Inds. Ltd.,Auto ancillaries,9.4,125.6,0.88%,0.13%,0.88% (Apr 2019),0.88% (Apr 2019),22.98 L,0.00,Small Cap,10.58
Timken India Ltd.,Bearings,2.2,123.8,0.87%,0.05%,0.8% (Nov 2018),0.8% (Nov 2018),2.25 L,0.00,Small Cap,10.58
Rane Holdings Ltd.,Investment companies,0.85,121.1,0.85%,0.02%,0.74% (Jan 2019),0.74% (Jan 2019),1.00 L,0.00,Small Cap,10.58
Sandhar Technologies Ltd.,Auto ancillaries,9.4,102.3,0.72%,0.02%,0.69% (Nov 2018),0.69% (Nov 2018),3.81 L,0.00,Small Cap,10.58
Tata Motors Ltd.  A Class,Commercial vehicles,9.13,97.2,0.68%,0.11%,0.26% (Nov 2018),0.26% (Nov 2018),9.50 L,0.00,Mid Cap,22.55
Mahindra Logistics Ltd.,Logistics solution provider,7.16,94.7,0.67%,0.03%,0.55% (Feb 2019),0.55% (Feb 2019),1.75 L,0.00,Small Cap,10.58
#Great Eastern Shipping Co. Ltd.,Shipping,0.41,57.9,0.41%,0.41%,0.41% (Apr 2019),0% (May 2018),2.00 L,2.00 L,Small Cap,10.58
Igarashi Motors India Ltd.,Auto ancillaries,9.4,53.7,0.38%,0.04%,0.38% (Apr 2019),0.38% (Apr 2019),1.73 L,0.00,Small Cap,10.58
