Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Grindwell Norton Ltd.,Abrasives,4,28,4.00%,0.26%,2.72% (May 2018),2.72% (May 2018),46.13 k,0.00,Small Cap,95.08
Praj Industries Ltd.,"Engineering, designing, construction",10.95,26.9,3.84%,0.87%,2.82% (Jul 2018),2.82% (Jul 2018),1.97 L,0.26 L,Small Cap,95.08
Navin Flourine International Ltd.,Chemicals  inorganic,3.64,25.5,3.64%,0.02%,3.09% (Jun 2018),3.09% (Jun 2018),38.00 k,0.00,Small Cap,95.08
Kalpataru Power Transmission Ltd.,Transmission towers,3.42,24,3.42%,0.13%,2.34% (Aug 2018),2.34% (Aug 2018),51.43 k,0.00,Small Cap,95.08
Heidelberg Cement India Ltd.,Cement,7.78,22.5,3.22%,0.17%,2.21% (Jun 2018),2.21% (Jun 2018),1.24 L,0.00,Small Cap,95.08
Ashoka Buildcon Ltd.,"Engineering, designing, construction",10.95,20.3,2.89%,0.08%,2.61% (Sep 2018),2.61% (Sep 2018),1.63 L,0.00,Small Cap,95.08
Healthcare Global Enterprises Ltd.,Hospital,2.81,19.7,2.81%,0.18%,2.81% (Apr 2019),2.81% (Apr 2019),1.00 L,0.00,Small Cap,95.08
M M Forgings Ltd.,Castings/forgings,2.73,19.2,2.73%,0.16%,2.58% (Mar 2019),2.58% (Mar 2019),34.81 k,0.00,Small Cap,95.08
NCC Ltd.,"Engineering, designing, construction",10.95,17.9,2.55%,0.22%,1.92% (Sep 2018),1.92% (Sep 2018),1.80 L,0.00,Small Cap,95.08
J.K. Cement Ltd.,Cement,7.78,17.1,2.44%,0.21%,1.95% (Dec 2018),0% (May 2018),18.94 k,0.00,Small Cap,95.08
Astra Microwave Products Ltd.,Telecom   equipment,2.39,16.8,2.39%,0.19%,2.16% (Dec 2018),2.16% (Dec 2018),1.92 L,0.00,Small Cap,95.08
Ujjivan Small Finance Bank Ltd.,Banks,3.85,15.8,2.26%,0.05%,1.55% (Oct 2018),1.55% (Oct 2018),48.74 k,0.00,Small Cap,95.08
India Cements Ltd.,Cement,7.78,14.9,2.12%,0.08%,1.78% (Jan 2019),1.78% (Jan 2019),1.39 L,0.00,Small Cap,95.08
Subros Ltd.,Auto ancillaries,5.26,14.6,2.08%,0.19%,1.89% (Mar 2019),1.89% (Mar 2019),52.00 k,0.00,Small Cap,95.08
Nrb Bearings Ltd.,Bearings,3.31,14.3,2.04%,0.06%,1.51% (May 2018),1.51% (May 2018),76.55 k,0.00,Small Cap,95.08
Tube Investments Of India Ltd.,Auto ancillaries,5.26,13.6,1.94%,0.08%,1.86% (Mar 2019),0% (May 2018),35.77 k,0.00,Small Cap,95.08
KEI Industries Ltd.,Cables  electricals,1.93,13.5,1.93%,0.58%,1.08% (Oct 2018),1.08% (Oct 2018),33.09 k,9.82 k,Small Cap,95.08
Mahindra Holidays & Resorts India Ltd.,Hotels/resorts,3.06,13,1.86%,0.06%,1.64% (Nov 2018),1.64% (Nov 2018),55.30 k,0.00,Small Cap,95.08
Redington (India) Ltd.,Logistics solution provider,1.84,12.9,1.84%,0.07%,1.41% (Jan 2019),1.41% (Jan 2019),1.26 L,0.00,Small Cap,95.08
Himatsingka Seide Ltd.,Fabrics and garments,3.51,12.8,1.82%,0.05%,1.52% (Feb 2019),1.52% (Feb 2019),59.67 k,0.00,Small Cap,95.08
Navneet Publications (india) Ltd.,Printing and publishing,2.14,12.1,1.72%,0.12%,1.5% (Jul 2018),1.5% (Jul 2018),1.09 L,0.00,Small Cap,95.08
Thyrocare Technologies Ltd.,Healthcare service providers,1.72,12.1,1.72%,0.06%,1.65% (May 2018),1.65% (May 2018),24.51 k,0.00,Small Cap,95.08
VA Tech Wabag Ltd.,"Engineering, designing, construction",10.95,11.7,1.67%,0.16%,1.53% (Dec 2018),1.53% (Dec 2018),40.89 k,0.00,Small Cap,95.08
ISGEC Heavy Engineering Ltd.,Industrial equipment,2.76,11.6,1.66%,0.05%,0.87% (May 2018),0.87% (May 2018),20.76 k,0.00,Other,2.76
Tata Elxsi Ltd.,Computers  software,2.61,11.6,1.65%,0.02%,1.63% (Mar 2019),1.63% (Mar 2019),12.43 k,0.00,Small Cap,95.08
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.6,11.2,1.60%,0.10%,1.54% (Aug 2018),1.54% (Aug 2018),6.06 k,0.00,Small Cap,95.08
DCB Bank Ltd.,Banks,3.85,11.1,1.59%,0.13%,1.1% (Jul 2018),1.1% (Jul 2018),52.41 k,0.00,Small Cap,95.08
Star Cement Ltd.,Cement products,1.58,11.1,1.58%,0.16%,1.42% (Mar 2019),1.42% (Mar 2019),1.06 L,0.00,Small Cap,95.08
Rane Holdings Ltd.,Investment companies,1.57,11,1.57%,0.10%,1.4% (Jan 2019),1.4% (Jan 2019),9.09 k,0.00,Small Cap,95.08
INOX Leisure Ltd.,"Flim production, distribution & exhibition",1.54,10.8,1.54%,0.00%,0.85% (Jul 2018),0.85% (Jul 2018),34.37 k,0.00,Small Cap,95.08
