Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

ICICI Bank Ltd.,Banks,13.94,503.4,6.10%,0.23%,2.86% (Jun 2018),2.86% (Jun 2018),12.35 L,0.00,Large Cap,51.88
ITC Limited,Cigarettes,4.36,359.3,4.36%,0.16%,2.51% (May 2018),2.51% (May 2018),11.92 L,0.00,Large Cap,51.88
Infosys Ltd.,Computers  software,5.92,334.5,4.06%,0.13%,2.82% (May 2018),2.82% (May 2018),4.45 L,0.00,Large Cap,51.88
Larsen & Toubro Ltd.,"Engineering, designing, construction",4,329.5,4.00%,0.02%,3.04% (May 2018),3.04% (May 2018),2.44 L,0.00,Large Cap,51.88
HDFC Bank Ltd.,Banks,13.94,282,3.42%,0.07%,2.85% (Oct 2018),2.85% (Oct 2018),1.22 L,0.00,Large Cap,51.88
Housing Development Finance Corporation Ltd.,Housing finance,3.83,229.4,2.78%,0.09%,0.97% (Sep 2018),0% (May 2018),1.15 L,0.00,Large Cap,51.88
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,7.15,210.9,2.56%,0.19%,1.43% (May 2018),1.43% (May 2018),71.90 k,0.00,Large Cap,51.88
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,3.87,198.9,2.41%,0.05%,2.38% (Feb 2019),2.38% (Feb 2019),3.08 L,0.00,Large Cap,51.88
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,7.15,197.5,2.39%,0.06%,2.13% (May 2018),2.13% (May 2018),4.31 L,0.00,Large Cap,51.88
National Thermal Power Corporation Ltd.,Power,5.31,186.2,2.26%,0.04%,1.84% (Nov 2018),1.84% (Nov 2018),13.89 L,0.00,Large Cap,51.88
State Bank Of India,Banks,13.94,164.3,1.99%,0.03%,0.69% (May 2018),0.69% (May 2018),5.30 L,0.00,Large Cap,51.88
Indian Oil Corporation Ltd.,Refineries/marketing,1.96,161.3,1.96%,0.01%,1.6% (Nov 2018),1.6% (Nov 2018),10.21 L,0.00,Large Cap,51.88
Infrastructure Development Finance Company Limited,Financial institution,1.71,141.4,1.71%,0.24%,1.45% (Oct 2018),1.45% (Oct 2018),35.22 L,0.00,Small Cap,4.74
Aurobindo Pharma Ltd.,Pharmaceuticals,7.15,124.5,1.51%,0.10%,1.11% (May 2018),1.11% (May 2018),1.52 L,0.00,Large Cap,51.88
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.87,120.6,1.46%,0.03%,1.34% (Oct 2018),1.34% (Oct 2018),18.09 k,0.00,Large Cap,51.88
Grasim Industries Limited,Cement,1.5,113.7,1.38%,0.10%,1.06% (Jan 2019),1.06% (Jan 2019),1.26 L,0.00,Large Cap,51.88
Tata Steel Ltd.,Steel,1.35,110.6,1.34%,0.11%,1.11% (Jan 2019),1.11% (Jan 2019),1.99 L,0.00,Large Cap,51.88
