Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 

Infosys Ltd.,Computers  software,8.3,18.2,5.39%,0.06%,5.33% (Mar 2019),5.33% (Mar 2019),24.25 k,0.00,Large Cap,62.06
ICICI Bank Ltd.,Banks,19.03,17.9,5.30%,0.45%,3.52% (Jun 2018),3.52% (Jun 2018),44.01 k,3.01 k,Large Cap,62.06
HDFC Bank Ltd.,Banks,19.03,17.2,5.08%,1.20%,3.43% (Oct 2018),3.43% (Oct 2018),7.41 k,1.75 k,Large Cap,62.06
ITC Limited,Cigarettes,5.99,16.6,4.91%,0.46%,3.81% (May 2018),3.81% (May 2018),55.13 k,4.40 k,Large Cap,62.06
Reliance Industries Ltd.,Refineries/marketing,5.52,13.8,4.07%,1.18%,4.07% (Apr 2019),4.07% (Apr 2019),9.88 k,3.13 k,Large Cap,62.06
State Bank Of India,Banks,19.03,12.3,3.63%,0.13%,1.62% (Jun 2018),1.62% (Jun 2018),39.59 k,0.00,Large Cap,62.06
Tech Mahindra Ltd.,Software telecom,3.58,12.1,3.58%,0.11%,3.08% (Jul 2018),3.08% (Jul 2018),14.47 k,0.66 k,Large Cap,62.06
Grasim Industries Limited,Cement,3,10.1,3.00%,1.47%,0.91% (Aug 2018),0.91% (Aug 2018),11.24 k,5.22 k,Large Cap,62.06
Larsen & Toubro Ltd.,"Engineering, designing, construction",4.17,9.7,2.85%,0.08%,2.47% (Feb 2019),2.47% (Feb 2019),7.16 k,0.00,Large Cap,62.06
Berger Paints India Ltd.,Paints,2.72,9.2,2.72%,0.04%,2.56% (Oct 2018),2.56% (Oct 2018),28.86 k,0.00,Large Cap,62.06
Axis Bank Ltd.,Banks,19.03,8.9,2.62%,0.03%,1.03% (Jun 2018),1.03% (Jun 2018),11.54 k,0.00,Large Cap,62.06
Tata Chemicals Ltd.,Chemicals  inorganic,4.46,8.7,2.56%,0.05%,2.56% (Apr 2019),2.56% (Apr 2019),15.00 k,0.00,Mid Cap,13.81
Varun Beverages Ltd.,Consumer food,2.2,7.4,2.20%,0.02%,1.91% (Jul 2018),0% (May 2018),8.50 k,0.00,Mid Cap,13.81
Housing Development Finance Corporation Ltd.,Housing finance,1.98,6.7,1.98%,0.03%,1.28% (Sep 2018),1.28% (Sep 2018),3.35 k,0.00,Large Cap,62.06
Balrampur Chini Mills Ltd.,Sugar,1.95,6.6,1.95%,0.63%,1.28% (Jun 2018),1.28% (Jun 2018),43.68 k,0.20 L,Small Cap,16.56
Navin Flourine International Ltd.,Chemicals  inorganic,4.46,6.4,1.90%,0.10%,1.8% (Feb 2019),1.8% (Feb 2019),9.59 k,0.00,Small Cap,16.56
Vardhman Textiles Ltd.,Spinningcotton/blended,1.81,6.1,1.81%,0.06%,1.18% (May 2018),1.18% (May 2018),5.44 k,0.00,Small Cap,16.56
Aditya Birla Fashion and Retail Ltd.,Retailing,1.77,6,1.77%,0.04%,1.16% (Jul 2018),1.16% (Jul 2018),27.73 k,0.00,Mid Cap,13.81
Nrb Bearings Ltd.,Bearings,1.77,6,1.77%,0.03%,1.53% (Sep 2018),1.53% (Sep 2018),32.00 k,0.00,Small Cap,16.56
Tata Consultancy Services Ltd.,Computers  software,8.3,5.7,1.68%,0.19%,1.47% (May 2018),1.47% (May 2018),2.51 k,0.00,Large Cap,62.06
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,2.44,5.6,1.64%,0.77%,1.64% (Apr 2019),1.64% (Apr 2019),8.60 k,3.53 k,Large Cap,62.06
Hindustan Unilever Ltd.,Diversified,1.58,5.3,1.58%,0.19%,1.58% (Apr 2019),1.58% (Apr 2019),3.04 k,0.47 k,Large Cap,62.06
Hikal Ltd.,Pharmaceuticals,1.54,5.2,1.54%,0.03%,1.02% (Dec 2018),0% (May 2018),29.48 k,0.00,Small Cap,16.56
GAIL (India) Ltd.,Gas transmission/marketing,1.52,5.2,1.52%,0.04%,1.31% (Jun 2018),1.31% (Jun 2018),14.47 k,0.00,Large Cap,62.06
Coal India Ltd.,Industrial minerals,1.5,5.1,1.50%,0.09%,0.92% (Jul 2018),0% (May 2018),20.06 k,0.00,Large Cap,62.06
Quess Corp Ltd.,Diversified commercial services,1.45,4.9,1.45%,0.10%,1.38% (Jan 2019),1.38% (Jan 2019),7.00 k,0.00,Mid Cap,13.81
Kotak Mahindra Bank Ltd.,Banks,19.03,4.9,1.44%,0.05%,1.24% (Sep 2018),1.24% (Sep 2018),3.50 k,0.00,Large Cap,62.06
NCC Ltd.,"Engineering, designing, construction",4.17,4.5,1.32%,0.18%,1.02% (Sep 2018),1.02% (Sep 2018),45.00 k,0.00,Small Cap,16.56
Tata Global Beverages Ltd.,Tea &  coffee,1.32,4.5,1.32%,0.03%,0.68% (Nov 2018),0% (May 2018),21.33 k,0.00,Mid Cap,13.81
SBI Life Insurance Co Ltd.,Insurance,1.27,4.3,1.27%,0.11%,1.01% (Sep 2018),0% (May 2018),6.71 k,0.00,Large Cap,62.06
Healthcare Global Enterprises Ltd.,Hospital,1.97,4.2,1.23%,0.14%,1.23% (Apr 2019),1.23% (Apr 2019),21.15 k,0.00,Small Cap,16.56
HCL Technologies Limited,Computers  software,8.3,4.2,1.23%,0.10%,1.02% (Jun 2018),1.02% (Jun 2018),3.52 k,0.00,Large Cap,62.06
Thomas Cook (india) Ltd.,Diversified services,1.09,3.7,1.09%,0.05%,0.99% (Oct 2018),0.99% (Oct 2018),15.00 k,0.00,Small Cap,16.56
Colgate  Palmolive (India) Limited,Personal care,2,3.7,1.09%,0.04%,1.01% (Aug 2018),0% (May 2018),3.04 k,0.00,Large Cap,62.06
Godfrey Phillips India Ltd.,Cigarettes,5.99,3.7,1.08%,0.05%,0.75% (Jun 2018),0.75% (Jun 2018),3.30 k,0.00,Small Cap,16.56
National Aluminium Co. Ltd.,Aluminium,1.03,3.5,1.03%,0.07%,0.85% (May 2018),0.85% (May 2018),67.19 k,0.00,Mid Cap,13.81
Cummins India Ltd.,Diesel engines,0.99,3.4,0.99%,0.03%,0.73% (Jul 2018),0.73% (Jul 2018),4.61 k,0.00,Mid Cap,13.81
Bank Of Baroda,Banks,19.03,3.2,0.96%,0.10%,0.62% (Sep 2018),0.62% (Sep 2018),27.73 k,0.00,Large Cap,62.06
Transport Corporation Of India Ltd.,Logistics solution provider,0.94,3.2,0.94%,0.11%,0.94% (Apr 2019),0.94% (Apr 2019),10.87 k,0.00,Small Cap,16.56
Jyothy Laboratories Ltd.,Personal care,2,3.1,0.91%,0.02%,0.91% (Apr 2019),0.91% (Apr 2019),17.20 k,0.00,Small Cap,16.56
#Bharat Heavy Electricals Ltd.,Power equipment,0.88,3,0.88%,0.88%,0.88% (Apr 2019),0% (May 2018),42.17 k,42.17 k,Mid Cap,13.81
Jindal Steel & Power Ltd.,Steel,0.87,2.9,0.87%,0.01%,0.7% (Jan 2019),0.7% (Jan 2019),16.44 k,0.00,Mid Cap,13.81
Maruti Suzuki India Ltd.,Passenger/utility vehicles,2.44,2.7,0.80%,0.00%,0.8% (Apr 2019),0.8% (Apr 2019),406.00,0.00,Large Cap,62.06
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.77,2.6,0.77%,0.02%,0.72% (Jan 2019),0.72% (Jan 2019),6.00 k,0.00,Large Cap,62.06
Indian Oil Corporation Ltd.,Refineries/marketing,5.52,2.6,0.75%,0.02%,0.74% (Feb 2019),0.74% (Feb 2019),16.12 k,0.00,Large Cap,62.06
Apollo Hospitals Enterprises Ltd.,Hospital,1.97,2.5,0.74%,0.01%,0.74% (Feb 2019),0% (May 2018),2.05 k,0.00,Mid Cap,13.81
Bharat Petroleum Corporation Ltd.,Refineries/marketing,5.52,2.4,0.70%,0.41%,0.7% (Apr 2019),0% (May 2018),6.24 k,3.23 k,Large Cap,62.06
INEOS Styrolution India Ltd.,Plastic products,0.62,2.1,0.62%,0.03%,0.6% (Mar 2019),0.6% (Mar 2019),3.85 k,0.00,Small Cap,16.56
Clariant Chemicals (India) Ltd.,Dyes and pigments,0.4,1.4,0.40%,0.44%,0.4% (Apr 2019),0.4% (Apr 2019),4.12 k,3.68 k,Small Cap,16.56
Cesc Ltd.,Power,,2.6,0.00%,0.76%,,,,,Mid Cap,13.81
Hero Motocorp Ltd.,Motor cycles/scooters,,3.4,0.00%,1.00%,,,,,Large Cap,62.06
